campaign_id,variant_id,run_id,passed,halted,terminal_stage,terminal_status,criteria_failures,profitable_combo_rate,benchmark_pass_combos,core_profitable_combos,core_combos,apex_rule_violations,top_net_profit,top_profit_factor,top_mar,top_expectancy_r,top_trades,top_trades_per_year,best_day_concentration,top_failure_reason,source_config_path,report_path,monkey_profitable_rate,monkey_median_net_profit,trade_path_stress_profitable_rate,trade_path_stress_median_net_profit,one_tick_worse_profitable
es_cboe_put_call_sentiment_intraday,low_equity_pc_long_1000,run1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.0,0.0,0,0,27,0,-1615.0,0.8912457912457913,-0.4698849306111513,-0.03698494241019032,108,88.24352391974709,0.0,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;min_positive_month_rate,campaigns/es_cboe_put_call_sentiment_intraday/variants/low_equity_pc_long_1000/config.yaml,backtest-campaigns/es_cboe_put_call_sentiment_intraday/low_equity_pc_long_1000/ES/run1/campaign_test_summary.json,,,,,
es_cboe_put_call_sentiment_intraday,low_equity_pc_long_1000,rescue1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.037037037037037035,0.037037037037037035,0,1,27,0,85.0,1.005031074282332,0.020097437142044452,0.012846883340322147,108,88.19967858889656,9.720588235294118,min_profit_factor;min_expectancy_r;min_mar;max_best_day_concentration,campaigns/es_cboe_put_call_sentiment_intraday/rescue_attempts/parameter_space_rescue_1/low_equity_pc_long_1000/config.yaml,backtest-campaigns/es_cboe_put_call_sentiment_intraday/low_equity_pc_long_1000/ES/rescue1/campaign_test_summary.json,,,,,
es_cboe_put_call_sentiment_intraday,high_equity_pc_short_1030,run1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.037037037037037035,0.037037037037037035,0,1,27,0,1082.5,1.0492381168978848,0.36916058400562546,0.05230801637262247,146,118.18216236431549,0.49191685912240185,min_profit_factor;min_mar;max_best_day_concentration,campaigns/es_cboe_put_call_sentiment_intraday/variants/high_equity_pc_short_1030/config.yaml,backtest-campaigns/es_cboe_put_call_sentiment_intraday/high_equity_pc_short_1030/ES/run1/campaign_test_summary.json,,,,,
es_cboe_put_call_sentiment_intraday,high_equity_pc_short_1030,rescue1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.6296296296296297,0.6296296296296297,0,17,27,0,3870.0,1.138560687432868,0.5869384221465898,0.06447055718015318,146,118.18143482643725,0.3184754521963824,min_profit_factor,campaigns/es_cboe_put_call_sentiment_intraday/rescue_attempts/parameter_space_rescue_1/high_equity_pc_short_1030/config.yaml,backtest-campaigns/es_cboe_put_call_sentiment_intraday/high_equity_pc_short_1030/ES/rescue1/campaign_test_summary.json,,,,,
es_cboe_put_call_sentiment_intraday,falling_total_pc_long_1130,run1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.5185185185185185,0.5185185185185185,1,14,27,0,3262.5,1.2238805970149254,1.5534026510713692,0.12246623937974052,125,100.74549675521196,0.1632183908045977,,campaigns/es_cboe_put_call_sentiment_intraday/variants/falling_total_pc_long_1130/config.yaml,backtest-campaigns/es_cboe_put_call_sentiment_intraday/falling_total_pc_long_1130/ES/run1/campaign_test_summary.json,,,,,
es_cboe_put_call_sentiment_intraday,falling_total_pc_long_1130,rescue1,False,True,limited_monkey_test,failed,summary.percentage_profitable=0.19666666666666666;summary.median_net_profit=-2727.5,1.0,21,27,27,0,5652.5,1.353060587133042,2.183674627589934,0.10902055614613028,117,94.2977849628784,0.17823971693940735,,campaigns/es_cboe_put_call_sentiment_intraday/rescue_attempts/parameter_space_rescue_1/falling_total_pc_long_1130/config.yaml,backtest-campaigns/es_cboe_put_call_sentiment_intraday/falling_total_pc_long_1130/ES/rescue1/campaign_test_summary.json,0.19666666666666666,-2727.5,0.98,2540.357558779733,True
es_cboe_put_call_sentiment_intraday,rising_total_pc_short_1200,run1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.0,0.0,0,0,27,0,-1345.0,0.9175478927203066,-0.1835769149558677,-0.012318478511420775,114,93.55083012314937,0.0,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;min_win_rate;max_consecutive_losses,campaigns/es_cboe_put_call_sentiment_intraday/variants/rising_total_pc_short_1200/config.yaml,backtest-campaigns/es_cboe_put_call_sentiment_intraday/rising_total_pc_short_1200/ES/run1/campaign_test_summary.json,,,,,
es_cboe_put_call_sentiment_intraday,rising_total_pc_short_1200,rescue1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.5925925925925926,0.5925925925925926,0,16,27,0,4730.0,1.2826411711980878,0.753286793529983,0.10217179827447365,114,93.53536078373256,0.25396405919661735,max_consecutive_losses,campaigns/es_cboe_put_call_sentiment_intraday/rescue_attempts/parameter_space_rescue_1/rising_total_pc_short_1200/config.yaml,backtest-campaigns/es_cboe_put_call_sentiment_intraday/rising_total_pc_short_1200/ES/rescue1/campaign_test_summary.json,,,,,
es_cboe_put_call_sentiment_intraday,high_total_vs_equity_pc_short_1330,run1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.14814814814814814,0.14814814814814814,0,4,27,0,1668.75,1.1051346668766735,0.4812120693489631,0.06849211546897795,135,111.54493870138684,0.23670411985018727,min_profit_factor,campaigns/es_cboe_put_call_sentiment_intraday/variants/high_total_vs_equity_pc_short_1330/config.yaml,backtest-campaigns/es_cboe_put_call_sentiment_intraday/high_total_vs_equity_pc_short_1330/ES/run1/campaign_test_summary.json,,,,,
es_cboe_put_call_sentiment_intraday,high_total_vs_equity_pc_short_1330,rescue1,False,True,limited_monkey_test,failed,summary.percentage_profitable=0.06666666666666667;summary.median_net_profit=-3923.75;summary.trade_path_stress.one_tick_worse.profitable=False,0.8888888888888888,6,24,27,0,4675.0,1.2595780122154359,0.948611304480025,0.07598371600610966,135,111.53284900844297,0.1606951871657754,,campaigns/es_cboe_put_call_sentiment_intraday/rescue_attempts/parameter_space_rescue_1/high_total_vs_equity_pc_short_1330/config.yaml,backtest-campaigns/es_cboe_put_call_sentiment_intraday/high_total_vs_equity_pc_short_1330/ES/rescue1/campaign_test_summary.json,0.06666666666666667,-3923.75,0.81,916.4909595435938,False
