session_date,prior_close,prior_rth_return,prior_realized_variance,prior_realized_skew_1d,prior_realized_kurtosis_1d,realized_skew_3d_mean,realized_skew_5d_mean,realized_skew_10d_mean,realized_skew_5d_min,realized_skew_5d_max,skew1_rank_252,skew3_rank_252,skew5_rank_252,skew10_rank_252
2011-01-03,,,,,,,,,,,,,,
2011-01-05,2252.5,0.006478999106344974,3.435608022057448e-05,2.2806328695068077,17.898398864565095,,,,,,,,,
2011-01-07,2269.75,0.011475044563279857,2.9116493651176584e-05,0.5385754255869353,5.0794549447780915,,,,,,,,,
2011-01-10,2275.0,-0.002630425252082458,6.68946787530148e-05,-0.31127897371863494,4.63626745893289,0.8359764404583694,,,,,,,,
2011-01-11,2283.5,0.006501377410468301,4.2265430713097196e-05,0.4781864914671979,7.43363392453515,0.23516098111183273,,,,,,,,
2011-01-12,2286.25,-0.0025087260034903913,3.6040593492299834e-05,-0.24069021200417165,3.903000136065093,-0.024594231418536238,0.5490851201676269,,-0.31127897371863494,2.2806328695068077,,,,
2011-01-13,2302.5,0.0025035376074888926,2.1975605863354016e-05,-0.44386798322881243,7.004550488047867,-0.06879056792192874,0.0041849496205028204,,-0.44386798322881243,0.5385754255869353,,,,
2011-01-14,2304.0,0.0,2.500393235628286e-05,0.1696543772205038,6.528783841755433,-0.1716346060041601,-0.06959926005278347,,-0.44386798322881243,0.4781864914671979,,,,
2011-01-18,2321.0,0.007378472222222321,2.915053711853619e-05,0.6946708116473722,10.23935083642251,0.1401524018796879,0.13159069702041798,,-0.44386798322881243,0.6946708116473722,,,,
2011-01-19,2327.5,0.011296980230284692,3.936199664985254e-05,1.1994888093072533,9.458984735136925,0.6879379993917097,0.27585116058842907,,-0.44386798322881243,1.1994888093072533,,,,
2011-01-20,2301.5,-0.012443681613387714,5.8433919597909934e-05,-0.8267428586983834,4.6464945687595085,0.3558055874187474,0.15864063124958672,0.35386287570860675,-0.8267428586983834,1.1994888093072533,,,,
2011-01-21,2284.75,-0.0033805888767720615,7.368149792560971e-05,-0.8377046257152863,5.929214605666523,-0.1549862250354721,0.07987330275229194,0.042029126186397384,-0.8377046257152863,1.1994888093072533,,,,
2011-01-24,2267.0,-0.012523140585865233,4.0152628895498115e-05,-0.25065699287485665,3.3924405469494676,-0.6383681590961755,-0.004188971266780128,-0.03689411565978181,-0.8377046257152863,1.1994888093072533,,,,
2011-01-25,2298.25,0.011887727022564576,4.986140304259632e-05,0.4287345520558092,4.810312137232514,-0.21987568884477793,-0.05737622318509274,0.0371072369176626,-0.8377046257152863,1.1994888093072533,,,,
2011-01-26,2301.0,0.0060115859656793,7.125125741990783e-05,0.006595967146018183,4.072323048532344,0.061557842108990235,-0.29595479161733973,-0.01005181551445537,-0.8377046257152863,0.4287345520558092,,,,
2011-01-27,2313.0,0.0030355594102342565,5.191588653070553e-05,0.14460550935946329,4.114668100188986,0.19331200952043023,-0.10168511800577043,0.028477756621908122,-0.8377046257152863,0.4287345520558092,,,,
2011-01-28,2327.75,0.0029082292115467645,3.5356226242066956e-05,-0.13055414252934514,4.821632663743647,0.00688244465871211,0.03974497863141781,0.05980914069185485,-0.25065699287485665,0.4287345520558092,,,,
2011-01-31,2268.5,-0.025034919952723778,0.0001305155777710128,-0.6842585854150679,4.336604541545898,-0.22340240619498328,-0.046975339876624445,-0.02558215557170232,-0.6842585854150679,0.4287345520558092,,,,
2011-02-01,2280.0,0.0038525041276828986,8.291585738582133e-05,-0.16403100493104733,5.074293363584854,-0.32628124429182015,-0.16552845127399576,-0.11145233722954428,-0.6842585854150679,0.14460550935946329,,,,
2011-02-02,2322.25,0.011102645041906944,4.176417538496042e-05,0.6916639835171896,5.427852319570647,-0.05220853560964193,-0.02851484799976147,-0.16223481980855067,-0.6842585854150679,0.6916639835171896,,,,
2011-02-03,2318.25,0.0004315460135937421,3.657702097476759e-05,-0.48169777536302705,5.308106913375637,0.015311734407705058,-0.15377550494425954,-0.127730311475015,-0.6842585854150679,0.6916639835171896,,,,
2011-02-04,2321.25,0.0029163966299416977,5.11113742262215e-05,-0.18061461380090907,5.200600576539126,0.009783864784417812,-0.1637875991985723,-0.062021310283577304,-0.6842585854150679,0.6916639835171896,,,,
2011-02-07,2335.75,0.005596814121192617,4.842018684693071e-05,-0.23353201004482904,4.521606239542388,-0.2986147997362551,-0.07364228412452456,-0.060308812000574544,-0.48169777536302705,0.6916639835171896,,,,
2011-02-08,2346.75,0.0027774810383505155,4.008859935837608e-05,0.24569182373641202,5.2885808588833205,-0.05615160003644206,0.008302281608967305,-0.07861308483251427,-0.48169777536302705,0.6916639835171896,,,,
2011-02-09,2363.5,0.007137530627463473,3.1789347927033236e-05,0.36473122293213756,6.432302887917812,0.12563034554124017,-0.0570842705080431,-0.04279955925390233,-0.48169777536302705,0.36473122293213756,,,,
2011-02-10,2358.5,0.00010601081310301907,3.981766173407669e-05,-0.07627717786145022,3.6282657664040534,0.17804862293569976,0.023999848992272265,-0.06488782797599368,-0.23353201004482904,0.36473122293213756,,,,
2011-02-11,2362.75,0.007569296375266488,6.530999683035292e-05,0.09763488618619146,4.775016339506838,0.12869631041895957,0.07964974898969238,-0.04206892510444001,-0.23353201004482904,0.36473122293213756,,,,
2011-02-14,2379.0,0.009976650392697906,3.898568266080023e-05,0.6405184468029279,5.364109929828896,0.22062538504255635,0.25445984035924374,0.09040877811735956,-0.07627717786145022,0.6405184468029279,,,,
2011-02-15,2384.25,0.0026282590412110007,2.3407824383071283e-05,0.6062093923801732,5.119108325312752,0.4481209084564308,0.32656335408799597,0.16743281784848163,-0.07627717786145022,0.6405184468029279,,,,
2011-02-17,2381.75,0.0009455768018491462,3.3947006458030446e-05,0.30857231099541127,5.664126010090137,0.5184333833928375,0.31533157170065074,0.1291236505963038,-0.07627717786145022,0.6405184468029279,,,,
2011-02-18,2396.5,0.004611192622091753,2.9184894161692504e-05,0.4004963737942195,5.6140189736660595,0.43842602572326794,0.4106862820317847,0.21734306551202845,0.09763488618619146,0.6405184468029279,,,,
2011-02-22,2392.0,-0.001981850422447029,3.459116303871672e-05,-0.23999320897121446,4.009179285139755,0.15635849193947207,0.3431606630003035,0.21140520599499787,-0.23999320897121446,0.6405184468029279,,,,
2011-02-23,2321.0,-0.01673374285109086,0.00011525980355299571,-1.1517952979755055,8.280714649100117,-0.33043071105083355,-0.015302085955383227,0.11957887720193028,-1.1517952979755055,0.6062093923801732,,,,
2011-02-24,2302.75,-0.007435344827586232,0.00010749046817430652,-0.14313597663171215,3.3742385895239506,-0.5116414945261442,-0.16517115975776028,0.08069609716511786,-1.1517952979755055,0.4004963737942195,,,,
2011-02-25,2313.25,0.002383273751489501,0.00012423143380959215,0.039432528469297935,2.9754311143224808,-0.4184995820459733,-0.2189991162629829,0.048166227718833894,-1.1517952979755055,0.4004963737942195,,,,
2011-02-28,2346.5,0.008813413585554652,4.1405616885707346e-05,0.5568909287148079,5.491526116416959,0.1510624935174645,-0.18772020527886524,0.1114830383764597,-1.1517952979755055,0.5568909287148079,,,,
2011-03-01,2351.25,-0.002122015915119402,4.1647434855812535e-05,-0.3482325247458403,3.7178606861521772,0.0826969774794218,-0.20936806843379047,0.06689629728325652,-1.1517952979755055,0.5568909287148079,,,,
