trade_date,SPX_open_interest_chg13,reverserepo_total_bil_diff5_z504,vx_z63,vx_z50
2010-06-07,,,,
2010-06-08,,,,
2010-06-09,,,1.11804121352,0.943386910922
2010-06-10,,,1.18166595989,1.00953390203
2010-06-11,,,1.19670658306,1.02830023926
2010-06-14,,,1.13743356817,0.965456585135
2010-06-15,,,1.17784911596,1.00974940564
2010-06-16,,,1.17969030881,1.01167845739
2010-06-17,,,1.31738665093,1.16499775264
2010-06-18,,,0.444933089587,0.139687156705
2010-06-21,,,-0.762056762173,-1.26011448112
2010-06-22,,,-0.585930601827,-1.03201386578
2010-06-23,,,-0.443857988538,-0.847143504293
2010-06-24,,,-0.446722949018,-0.828806132504
2010-06-25,,,-0.454589105665,-0.813410789376
2010-06-28,,,-0.353415332895,-0.672090481749
2010-06-29,,,-0.314390369346,-0.601510910986
2010-06-30,,,-0.401450579314,-0.657717419548
2010-07-01,,,-0.137214936909,-0.357555482817
2010-07-02,,,-0.345528700722,-0.529413811378
2010-07-05,,,-0.342355174389,-0.5021021445
2010-07-06,,,-0.323527089067,-0.504120581041
2010-07-07,,,-0.323527089067,-0.504120581041
2010-07-08,,,-0.0859347425424,-0.29956658913
2010-07-09,,,0.0305978424056,-0.204012822207
2010-07-12,,,0.484430257375,0.271914846355
2010-07-13,,,0.5061255776,0.287724261505
2010-07-14,,,0.68720275357,0.479452411058
2010-07-15,,,0.878030129272,0.689757532021
2010-07-16,,,0.982555625347,0.80849892808
2010-07-19,,,1.08336968154,0.926025090394
2010-07-20,,,1.34094885848,1.22433435358
2010-07-21,,,1.39587932725,1.31011599231
2010-07-22,,,1.69158343982,1.70068453411
2010-07-23,,,1.41474809176,1.42347727504
2010-07-26,,,0.0676056372311,-0.114677529123
2010-07-27,,,0.172110214877,0.0575938431855
2010-07-28,,,0.264593374445,0.211258136922
2010-07-29,,,0.381460865102,0.391001665295
2010-07-30,,,0.651443624456,0.734448377748
2010-08-02,,,0.914319749232,1.09258551459
2010-08-03,,,0.951962369297,1.19248089091
2010-08-04,,,1.21560898843,1.4485772544
2010-08-05,,,1.28221397183,1.49926896094
2010-08-06,,,1.35993532809,1.56084780877
2010-08-09,,,1.51210776194,1.67911063633
2010-08-10,,,1.52446655501,1.62870488375
2010-08-11,,,2.0173345409,2.0671578443
2010-08-12,,,1.87039559481,1.87965834754
2010-08-13,,,2.17112185932,2.13634944654
2010-08-16,,,2.22377019561,2.14514933383
2010-08-17,,,2.24143845313,2.11492463279
2010-08-18,,,2.0956434267,1.93730173306
2010-08-19,,,1.99010798385,1.79003785076
2010-08-20,,,1.9015873151,1.68013374946
2010-08-23,,,0.692422425362,0.547817023439
2010-08-24,,,0.72419118023,0.587833264122
2010-08-25,,,0.567397317836,0.456885832732
2010-08-26,,,0.851022187578,0.723692891057
2010-08-27,,,0.685133742407,0.587207895545
2010-08-30,,,0.687557842429,0.584368162837
2010-08-31,,,0.770643505626,0.64945124373
2010-09-01,,,0.816813250249,0.684101725144
2010-09-02,,,1.14321047449,0.998765565381
2010-09-03,,,1.31811025291,1.17777087355
2010-09-06,,,1.59045559994,1.47396130373
2010-09-07,,,1.94714228075,1.87546759848
2010-09-08,,,1.94714228075,1.87546759848
2010-09-09,,,1.79971963855,1.73546153698
2010-09-10,,,1.73317619663,1.68736435134
2010-09-13,,,2.14610775952,2.1866538631
2010-09-14,,,2.31937073328,2.42222841598
2010-09-15,,,2.3501525925,2.48911812354
2010-09-16,,,2.49317555696,2.6863341364
2010-09-17,,,2.11522006635,2.23136095089
2010-09-20,,,1.22761401952,1.10417147159
2010-09-21,,,1.08410114905,0.921561467903
2010-09-22,,,1.22510500859,1.10245758597
2010-09-23,,,1.30765862651,1.20525405922
2010-09-24,,,1.41676679498,1.33546660723
2010-09-27,,,1.60618684604,1.55900044298
2010-09-28,,,1.56139973737,1.49104368151
2010-09-29,,,1.46066508184,1.3541968912
2010-09-30,,,1.24768031754,1.09661125462
2010-10-01,,,1.37977262051,1.23741952327
2010-10-04,,,1.16980488327,0.988967979439
2010-10-05,,,1.08612937602,0.892962679173
2010-10-06,,,1.1732381874,0.990443598298
2010-10-07,,,1.14282275244,0.956984818261
2010-10-08,,,1.33098290034,1.18235412914
2010-10-11,,,1.56836917078,1.46687377907
2010-10-12,,,1.65393393461,1.57353154357
2010-10-13,,,1.96301976905,1.94629271293
2010-10-14,,,2.05709466976,2.05697798597
2010-10-15,,,2.27438974898,2.30670329448
2010-10-18,,,2.26312326596,2.28870152878
2010-10-19,,,2.30036770719,2.32342815902
2010-10-20,,,2.05673269341,2.04060284268
2010-10-21,,,1.87911908252,1.82872318078
2010-10-22,,,1.74262051787,1.64514285357
2010-10-25,,,0.581332987186,0.322389920752
2010-10-26,,,0.616232476165,0.369227618903
2010-10-27,,,0.932970207022,0.717101567432
2010-10-28,,,1.30117867636,1.1046894424
2010-10-29,,,1.14398419479,0.935609984323
2010-11-01,,,1.30494625095,1.09583455977
2010-11-02,,,1.40707368118,1.2059887966
2010-11-03,,,1.84022012603,1.66936718338
2010-11-04,,,2.22961383926,2.10788843373
2010-11-05,,,2.27016323586,2.16993936813
2010-11-08,,,2.42423109334,2.36537452156
2010-11-09,,,1.79040021688,1.69666929736
2010-11-10,,,1.9448053018,1.90910099878
2010-11-11,,,1.91803747228,1.9191342906
2010-11-12,,,2.08081940633,2.14513435035
2010-11-15,,,2.33041166401,2.4660807289
2010-11-16,,,2.53891156118,2.70820003023
2010-11-17,,,2.76560448246,2.93406441605
2010-11-18,,,2.37620355884,2.44784733289
2010-11-19,,,2.18874069727,2.19721696373
2010-11-22,,,0.89557108213,0.675582412149
2010-11-23,,,0.943404785764,0.733243213305
2010-11-24,,,1.07413615441,0.884069340097
2010-11-25,,,1.20654366756,1.03055938152
2010-11-26,,,0.785760055591,0.570294918002
2010-11-29,,,0.785760055591,0.570294918002
2010-11-30,,,0.822160762207,0.605333052276
2010-12-01,,,1.1150474085,0.912422826687
2010-12-02,,,1.01227633698,0.798441861008
2010-12-03,,,0.81383183296,0.58394002969
2010-12-06,,,0.871215294955,0.642764754841
2010-12-07,,,0.894871275605,0.667490896773
2010-12-08,,,1.00218190671,0.781077877441
2010-12-09,,,0.993326675662,0.770592290125
2010-12-10,,,1.01489267256,0.795651081685
2010-12-13,,,1.1390295878,0.93549440411
2010-12-14,,,0.93859721255,0.71534843517
2010-12-15,,,0.912705140631,0.687260290629
2010-12-16,,,0.976221367564,0.769140345857
2010-12-17,,,1.28453916484,1.1593657197
2010-12-20,,,0.864413691915,0.637258112689
2010-12-21,,,0.728784767431,0.466097156893
2010-12-22,,,0.901552902052,0.690768861873
2010-12-23,,,1.12474961986,0.982966539915
2010-12-27,,,1.0777552681,0.927005401128
2010-12-28,,,-0.0100525399078,-0.464701559733
2010-12-29,,,0.398115225505,0.0716360672378
2010-12-30,,,0.0666718449828,-0.320274082172
2010-12-31,,,0.109887417443,-0.246800194694
2011-01-03,,,0.0541807255624,-0.29288480404
2011-01-04,,,0.0345024226289,-0.295795831914
2011-01-05,,,0.399345146373,0.109716211021
2011-01-06,,,0.491910317762,0.206592171712
2011-01-07,,,0.630602274756,0.374403186513
2011-01-10,,,0.266624651419,-0.109017360041
2011-01-11,,,0.500122700949,0.189236515464
2011-01-12,,,0.669906259281,0.425134860893
2011-01-13,,,0.345467477579,-0.0614388756417
2011-01-14,,,1.16527247817,1.19593040405
2011-01-17,,,0.88341009967,0.774597898674
2011-01-18,,,1.56388663302,1.80934342527
2011-01-19,,,1.56388663302,1.80934342527
2011-01-20,,,2.43081290576,2.98477318795
2011-01-21,,,2.25941093327,2.66389911647
2011-01-24,,,0.428657850559,0.152294839104
2011-01-25,,,-0.128452076312,-0.543352960657
2011-01-26,,,-0.0903782300588,-0.420472767435
2011-01-27,,,0.0695287199966,-0.163612753476
2011-01-28,,,0.537853466084,0.430550728305
2011-01-31,,,0.955278818007,1.00729613906
2011-02-01,,,1.64968198825,1.86221108652
2011-02-02,,,1.72095512868,1.98424345084
2011-02-03,,,1.88578951247,2.1073504672
2011-02-04,,,2.19503353248,2.38399560652
2011-02-07,,,2.30019153056,2.43495296773
2011-02-08,,,2.7289763995,2.80187253874
2011-02-09,,,3.15070230323,3.14680419334
2011-02-10,,,2.38503502766,2.35091119118
2011-02-11,,,2.43138889194,2.36256242298
2011-02-14,,,2.43856489171,2.34206622242
2011-02-15,,,2.43522011584,2.31464198168
2011-02-16,,,2.1162042697,1.97031775673
2011-02-17,,,1.71563517287,1.52902985843
2011-02-18,,,2.09711063083,1.87111664253
2011-02-21,,,0.50959223443,0.297200044747
2011-02-22,,,0.144300604939,-0.0546864383779
2011-02-23,,,0.144300604939,-0.0546864383779
2011-02-24,,,0.420400706576,0.21979370928
2011-02-25,,,0.542524825248,0.337811895494
