session_date,availability_cutoff,observation_date,availability_lag_business_days,sector_dispersion_1d,sector_dispersion_5d,sector_avg_abs_spy_gap_1d,sector_avg_abs_spy_gap_5d,sector_dispersion_change_1d,sector_dispersion_change_5d,sector_dispersion_1d_rank_252,sector_dispersion_5d_rank_252,sector_avg_abs_spy_gap_1d_rank_252,sector_avg_abs_spy_gap_5d_rank_252,sector_dispersion_change_1d_rank_252,sector_dispersion_change_5d_rank_252
2011-01-03,2010-12-31,2010-12-31,1,0.0011423389351751783,0.003463144216145438,0.0009237416098984667,0.0035909758583286505,0.0004394928885132376,-0.0047465138135722364,0.011904761904761904,0.015873015873015872,0.015873015873015872,0.023809523809523808,0.5873015873015873,0.21825396825396826
2011-01-05,2011-01-04,2011-01-04,1,0.003578243907666069,0.005821947826744651,0.0031726468711433175,0.005022302936543678,-0.0024737454003680905,-0.0048010640790127485,0.30158730158730157,0.0992063492063492,0.30952380952380953,0.09126984126984126,0.15873015873015872,0.2222222222222222
2011-01-07,2011-01-06,2011-01-06,1,0.004477996524293066,0.010731770863559255,0.003894977470745028,0.009659087417321308,-0.0009283345030617575,0.008143479193040471,0.5119047619047619,0.5317460317460317,0.5158730158730159,0.623015873015873,0.35714285714285715,0.9047619047619048
2011-01-10,2011-01-07,2011-01-07,1,0.003964009296539996,0.009671459380214359,0.003518660638002578,0.007361110739279412,-0.0005139872277530703,0.006208315164068921,0.376984126984127,0.4166666666666667,0.4126984126984127,0.3373015873015873,0.40476190476190477,0.873015873015873
2011-01-11,2011-01-10,2011-01-10,1,0.0022732673729467566,0.007474354198863407,0.0020002755927567917,0.006784946690723699,-0.0016907419235932392,0.0028242377488728295,0.07936507936507936,0.21428571428571427,0.08333333333333333,0.2698412698412698,0.25,0.7103174603174603
2011-01-12,2011-01-11,2011-01-11,1,0.002360381600768966,0.00661919166744191,0.0024072263153017376,0.006286575057222077,8.711422782220956e-05,0.0007972438406972588,0.09126984126984126,0.15079365079365079,0.14682539682539683,0.20238095238095238,0.5277777777777778,0.5833333333333334
2011-01-13,2011-01-12,2011-01-12,1,0.004183079936780114,0.006202287825248184,0.003370656711348254,0.005531790201812429,0.0018226983360111475,-0.003723995754670718,0.42857142857142855,0.12301587301587301,0.36904761904761907,0.14682539682539683,0.7777777777777778,0.2896825396825397
2011-01-14,2011-01-13,2011-01-13,1,0.002273445551933161,0.005143682791487362,0.0018640914587302801,0.005201890785289669,-0.0019096343848469528,-0.005588088072071893,0.08333333333333333,0.07539682539682539,0.07142857142857142,0.11507936507936507,0.21031746031746032,0.17857142857142858
2011-01-18,2011-01-17,2011-01-14,1,0.004905686822890586,0.009032857669018242,0.004340717941873391,0.008464503877670313,0.002632241270957425,-0.0006386017111961167,0.5992063492063492,0.376984126984127,0.6428571428571429,0.503968253968254,0.8214285714285714,0.4603174603174603
2011-01-19,2011-01-18,2011-01-18,1,0.003727211682021446,0.006695452230511667,0.002691616826668123,0.007418572267958342,-0.0011784751408691397,-0.0007789019683517402,0.3412698412698413,0.1626984126984127,0.2222222222222222,0.35714285714285715,0.31746031746031744,0.44841269841269843
