session_date,prior_rth_return,prior_realized_variance,prior_realized_volatility,prior_realized_quarticity_1d,prior_quarticity_ratio_1d,prior_intraday_vov_1d,intraday_vov_5d_mean,intraday_vov_20d_mean,quarticity_ratio_5d_mean,quarticity_ratio_20d_mean,intraday_vov1_rank_252,quarticity_ratio1_rank_252,intraday_vov5_rank_252,intraday_vov20_rank_252,quarticity_ratio20_rank_252
2011-01-03,-0.0003985651654045963,1.5979194255086813e-05,0.00399739843586886,5.057919936551208e-10,1.9808983839569714,0.3549471791140694,,,,,,,,,
2011-01-05,0.0027706313081337086,2.220513900111408e-05,0.004712232910321187,6.231561985914215e-10,1.263833686789735,0.21955374123043658,,,,,,,,,
2011-01-07,0.008518225039619631,2.8599789646633673e-05,0.0053478771158875435,8.525775471161501e-10,1.0423371420265952,0.129542074743291,,,,,,,,,
2011-01-10,-0.003537735849056589,5.410970939948462e-05,0.007355930219862381,3.327136032312215e-09,1.1363710328354297,0.20397191918777807,0.21090432816948831,,1.3055414680539676,,,,,,
2011-01-11,0.0031689443454150368,4.419657931542065e-05,0.0066480507906769674,2.702653382700437e-09,1.3836079081375896,0.2941991170747748,0.24044280627007,,1.361409630749264,,,,,,
2011-01-12,0.00019677292404574054,3.2266889764162216e-05,0.005680395211969165,1.2676007904612672e-09,1.2174980957007857,0.25878500023133816,0.2212103704935237,,1.2087295730980272,,,,,,
2011-01-13,0.0029331247555728357,2.1767139457800997e-05,0.004665526707436257,6.073138585299217e-10,1.2817710905420792,0.1536522800778127,0.20803007826299896,,1.212317053848496,,,,,,
2011-01-14,-0.0019493177387914784,2.654054447406048e-05,0.005151751592813893,9.464784686779276e-10,1.3436652406716023,0.17186439382049445,0.21649454207843966,,1.2725826735774972,,,,,,
2011-01-18,0.008607198748043832,3.080215982046077e-05,0.005549969353110048,1.6473631388176532e-09,1.736308951337872,0.25369733623134805,0.22643962548715363,,1.392570257277986,,,,,,
2011-01-19,0.0029120559114734768,2.4248150035007983e-05,0.004924241061829526,7.325627257288215e-10,1.245912651907102,0.29767852016995106,0.22713550610618888,,1.3650312060318883,,,,,,
2011-01-20,-0.008913001356326333,3.70448609541235e-05,0.006086448960939662,1.980362538223644e-09,1.4430745392087694,0.2338346597270596,0.2221454380053332,,1.410146494733485,,,,,,
2011-01-21,0.0011757789535566943,4.837221319168993e-05,0.0069550135292240755,2.936086087762724e-09,1.2548068147309346,0.2682037640971001,0.24505573480919063,,1.404753639571256,,,,,,
2011-01-24,-0.003696498054474695,2.9543208318610773e-05,0.005435366438301173,7.843678989526027e-10,0.8986788021323088,0.14689952097654665,0.24006276024040107,,1.3157563518633972,,,,,,
2011-01-25,0.006645817044566016,3.5950376382907513e-05,0.005995863272532782,1.7281742636319096e-09,1.3371516052761716,0.2801542050690885,0.2453541340079492,,1.2359248826510574,,,,,,
2011-01-26,0.0033112582781456013,5.1856710702910307e-05,0.007201160371975499,4.097175015769915e-09,1.5236127004750362,0.27390856365325134,0.24060014270460925,,1.2914648923646441,,,,,,
2011-01-27,0.0017431725740848503,4.443965529170402e-05,0.006666307470534496,2.6003575561353036e-09,1.3167147651703408,0.29865338100415617,0.2535638869600286,,1.2661929375569583,,,,,,
2011-01-28,0.002319737096462493,3.549609538687941e-05,0.005957859967041808,1.3979555304788858e-09,1.1095124784518093,0.21084173147469376,0.24209148043554726,,1.2371340703011333,,,,,,
2011-01-31,-0.018882466281310184,8.698466928999706e-05,0.009326557204563593,9.284670176745294e-09,1.2271030835305123,0.19347594174682442,0.25140676458960287,,1.3028189265807741,,,,,,
2011-02-01,0.004700352526439522,4.802699802749858e-05,0.006930151371182204,3.700610676411735e-09,1.6043625447433412,0.3210571606246037,0.2595873557007059,0.23557136084132427,1.356261114474208,1.3225744306143048,,,,,
2011-02-02,0.010267338240991908,3.0094692770263288e-05,0.005485862992297866,1.2636085401432373e-09,1.3951879744687357,0.2453046236070613,0.25386656769146787,0.24051125569308401,1.3305761692729479,1.337120474604686,,,,,
2011-02-03,0.00038461538461542766,2.833510303998375e-05,0.005323072706621971,1.2053896979094183e-09,1.5013359456776625,0.2771927136715523,0.24957443422494707,0.23662353242095815,1.3675004053744122,1.3131423526907207,,,,,
2011-02-04,0.0040431266846361336,3.896212167951561e-05,0.006241964568909023,1.99468018861852e-09,1.3139779507195217,0.3105126680620801,0.2695086215424244,0.2411714787625403,1.4083934998279548,1.31564956588721,,,,,
2011-02-07,0.0023001725129385697,3.960336506096299e-05,0.006293120454985984,2.2616089466552275e-09,1.4419604054312636,0.33442802761785456,0.2976990387166304,0.25141577640626844,1.4513649642081048,1.3356307290574434,,,,,
2011-02-08,0.0038153376573826225,2.749390080717401e-05,0.00524346267338426,1.0058092461985989e-09,1.3305858501587335,0.23035949134271844,0.2795595048602533,0.2527351550140155,1.3966096252911835,1.3453414699236086,,,,,
2011-02-09,0.003416856492027387,2.3168206928726662e-05,0.004813336361478041,7.288889667335026e-10,1.3579273307678226,0.23478992192533896,0.2774565645239089,0.24976469525654368,1.3891574965510007,1.3440574410551203,,,,,
2011-02-10,0.0007588692847657619,3.1730090575489894e-05,0.0056329468820050035,1.285194779382034e-09,1.276516195195498,0.20204778659828324,0.26242757910925507,0.24692783457489095,1.344193546454568,1.3470083460298559,,,,,
2011-02-11,0.005909264201296116,5.515779663169381e-05,0.007426829514112588,7.581648221651977e-09,2.492010175816996,0.344676969641538,0.26926043942514666,0.25647906905307727,1.5797999914740628,1.4075203002936019,,,,,
2011-02-14,0.010085632730732597,3.913029766079224e-05,0.006255421461483809,3.053013569406882e-09,1.9938956755919979,0.33741742506694156,0.26985831891496403,0.26475672061539957,1.6901870455062096,1.4400318220396215,,,,,
2011-02-15,0.002828054298642524,1.8966799484780456e-05,0.004355088918125605,4.1900795103378433e-10,1.1647538599148515,0.21100935962227974,0.26598829257087625,0.2626223217849462,1.6570206474574332,1.4114540674684704,,,,,
2011-02-17,0.00018857250612858145,2.8007163287627548e-05,0.005292179445901995,1.0643170049795623e-09,1.3568528594731575,0.29641829088325045,0.2783139663624586,0.26255931032061114,1.6568057531985,1.4170010778467732,,,,,
2011-02-18,0.006013907160308252,2.3161253016400214e-05,0.004812613948406854,7.971891010998587e-10,1.4860631010245013,0.3488989112409373,0.3076841912909894,0.26831252289630503,1.698715134364301,1.4191505059375598,,,,,
2011-02-22,0.001493094438223208,2.2649181148511e-05,0.004759115584697539,7.263926949813375e-10,1.4160104468797865,0.22924147457597904,0.28459709227787766,0.266364408420249,1.483515188576859,1.4272106875450024,,,,,
2011-02-23,-0.009423294383716585,7.208754428672935e-05,0.00849043840368266,7.023291671754455e-09,1.3515130459851177,0.17948008008715396,0.2530096232819201,0.2679934363757793,1.355038662655483,1.449852399737643,,,,,
2011-02-24,-0.005330287454787697,8.33338368813574e-05,0.009128736872172262,7.497259782721368e-09,1.0795923616340464,0.19448530838240086,0.24970481303394432,0.2637099915414449,1.338006362999322,1.4369744375555364,,,,,
2011-02-25,0.00038328861632819233,9.22125328912878e-05,0.009602735698293887,8.76899197015857e-09,1.0312637916207867,0.13322546409666958,0.21706624767662816,0.25667583656361587,1.2728885494288478,1.4123569921128243,,,,,
2011-02-28,0.006486074017550525,3.118044613651224e-05,0.005583945391612658,1.2637804610110086e-09,1.2998911495151004,0.20785293486414222,0.18885705240126915,0.2521358142566152,1.2356541591269674,1.4115158113300619,,,,,
2011-03-01,0.0026440037771482405,3.092881288992143e-05,0.005561367897372141,1.1331825774563087e-09,1.184604522211564,0.15027427508454239,0.1730636125029818,0.24910744143710759,1.1893729741933232,1.4152704135180498,,,,,
2011-03-02,-0.020277882087870847,8.53252746108865e-05,0.009237168105587692,8.807368243512378e-09,1.2097364477756554,0.20005004983571895,0.17717760645269479,0.24943614684155233,1.1610176545514306,1.414402081730307,,,,,
2011-03-03,0.0036454336147351274,7.257806295058303e-05,0.008519275963987962,5.899790548764425e-09,1.1200201801592011,0.2309350320578189,0.1844675511877784,0.2449300404132131,1.1691032182564614,1.3901849635010999,,,,,
2011-03-04,0.008147025388404616,3.894584789861906e-05,0.00624066085431816,3.60874804162884e-09,2.3792179866358905,0.3208588243899355,0.2219942232464316,0.2487077504523568,1.4386940572594822,1.4393864641094578,,,,,
2011-03-07,-0.0069575028206092515,6.890353163660503e-05,0.008300815118806407,5.507212918667786e-09,1.1599757312110974,0.20742381162610776,0.2219083985988247,0.24521930535008457,1.4107109735986816,1.4223184533861295,,,,,
2011-03-08,-0.010949594109873506,9.006383580458691e-05,0.009490196826440794,7.986973010874575e-09,0.9846487587883446,0.1456794130607757,0.2209894261940714,0.23697764260001936,1.3707198209140379,1.4058519937895706,,,,,
2011-03-11,0.007242233657327901,5.27939162769984e-05,0.007265942215363291,5.878495622226839e-09,2.1091061613115656,0.36153379412091907,0.2532861750511114,0.23833293092517258,1.55059376362122,1.4392092815835857,,,,,
2011-03-16,0.010267338240991908,6.726172603919043e-05,0.008201324651493223,6.865256348288566e-09,1.517472197435328,0.31949070246575795,0.2709973091326992,0.2427894914813246,1.6300841670764452,1.4485535989474154,,,,,
2011-03-17,-0.015330188679245293,0.00028357215559720195,0.016839600814663094,2.1930033669161962e-07,2.7271694885343534,0.355826927089951,0.2779909296727023,0.2488413417395552,1.6996744674561377,1.5170157068357422,,,,,
2011-03-18,-0.0015741833923652582,0.00010906578959452855,0.010443456783772726,1.9326576506748054e-08,1.6247174112948295,0.3035105007108953,0.2972082674896598,0.25391447744518575,1.7926228034728844,1.5344257676407085,,,,,
2011-03-21,-0.008369015181004302,6.770488600460104e-05,0.008228297880157295,5.5566128880068584e-09,1.2121883881729842,0.17220675855463885,0.3025137365884324,0.2452909668908408,1.8381307293498121,1.470434678258508,,,,,
2011-03-22,0.0027142303218301578,3.784002008108654e-05,0.006151424231922761,2.1920287695665475e-09,1.5308884039247452,0.25676055758587857,0.2815590892814243,0.24125812351678766,1.722487177872448,1.4472843146751455,,,,,
2011-03-23,-0.0030935808197989356,4.2751321935525585e-05,0.006538449505465771,2.1291004678549906e-09,1.1649225675610257,0.28218875073739486,0.27409869893575173,0.24481709307254337,1.6519772518975877,1.447292750057454,,,,,
