campaign_id,variant_id,setup_mode,confirmation_ticks,min_absorption_volume,full_signals,full_signals_per_year,limited_core_signals,limited_core_signals_per_year
es_footprint_absorption_initiation,opening_range_footprint_absorption_retest_1100,opening_range_two_sided,0,20,1170,75.81027142096859,161,104.44982238010657
es_footprint_absorption_initiation,opening_range_footprint_absorption_retest_1100,opening_range_two_sided,0,50,1123,72.76490154337414,161,104.44982238010657
es_footprint_absorption_initiation,opening_range_footprint_absorption_retest_1100,opening_range_two_sided,0,100,1028,66.6093666844066,159,103.15230905861456
es_footprint_absorption_initiation,opening_range_footprint_absorption_retest_1100,opening_range_two_sided,1,20,1004,65.05428419372006,134,86.93339253996447
es_footprint_absorption_initiation,opening_range_footprint_absorption_retest_1100,opening_range_two_sided,1,50,958,62.073709419904205,134,86.93339253996447
es_footprint_absorption_initiation,opening_range_footprint_absorption_retest_1100,opening_range_two_sided,1,100,869,56.3069451836083,132,85.63587921847247
es_footprint_absorption_initiation,opening_range_footprint_absorption_retest_1100,opening_range_two_sided,2,20,769,49.827434805747735,94,60.98312611012433
es_footprint_absorption_initiation,opening_range_footprint_absorption_retest_1100,opening_range_two_sided,2,50,727,47.1060404470463,94,60.98312611012433
es_footprint_absorption_initiation,opening_range_footprint_absorption_retest_1100,opening_range_two_sided,2,100,650,42.11681745609366,92,59.685612788632326
es_footprint_absorption_initiation,prior_extreme_footprint_absorption_reversal_1500,prior_extreme_two_sided,0,20,1206,78.1428951569984,110,71.36323268206039
es_footprint_absorption_initiation,prior_extreme_footprint_absorption_reversal_1500,prior_extreme_two_sided,0,50,1160,75.16232038318255,110,71.36323268206039
es_footprint_absorption_initiation,prior_extreme_footprint_absorption_reversal_1500,prior_extreme_two_sided,0,100,1058,68.55321979776477,109,70.71447602131438
es_footprint_absorption_initiation,prior_extreme_footprint_absorption_reversal_1500,prior_extreme_two_sided,1,20,1034,66.99813730707822,91,59.036856127886324
es_footprint_absorption_initiation,prior_extreme_footprint_absorption_reversal_1500,prior_extreme_two_sided,1,50,990,64.14715274081958,91,59.036856127886324
es_footprint_absorption_initiation,prior_extreme_footprint_absorption_reversal_1500,prior_extreme_two_sided,1,100,877,56.82530601383714,90,58.388099467140314
es_footprint_absorption_initiation,prior_extreme_footprint_absorption_reversal_1500,prior_extreme_two_sided,2,20,754,48.85550824906865,45,29.194049733570157
es_footprint_absorption_initiation,prior_extreme_footprint_absorption_reversal_1500,prior_extreme_two_sided,2,50,705,45.680548163916974,45,29.194049733570157
es_footprint_absorption_initiation,prior_extreme_footprint_absorption_reversal_1500,prior_extreme_two_sided,2,100,606,39.26583288983502,44,28.545293072824155
es_footprint_absorption_initiation,rolling_range_footprint_absorption_sweep_1500,rolling_range_two_sided,0,20,2007,130.04377328366152,192,124.56127886323267
es_footprint_absorption_initiation,rolling_range_footprint_absorption_sweep_1500,rolling_range_two_sided,0,50,1966,127.38717402873868,192,124.56127886323267
es_footprint_absorption_initiation,rolling_range_footprint_absorption_sweep_1500,rolling_range_two_sided,0,100,1833,118.76942522618414,189,122.61500888099467
es_footprint_absorption_initiation,rolling_range_footprint_absorption_sweep_1500,rolling_range_two_sided,1,20,2006,129.97897817988292,192,124.56127886323267
es_footprint_absorption_initiation,rolling_range_footprint_absorption_sweep_1500,rolling_range_two_sided,1,50,1965,127.32237892496008,192,124.56127886323267
es_footprint_absorption_initiation,rolling_range_footprint_absorption_sweep_1500,rolling_range_two_sided,1,100,1832,118.70463012240553,189,122.61500888099467
es_footprint_absorption_initiation,rolling_range_footprint_absorption_sweep_1500,rolling_range_two_sided,2,20,1715,111.12360298030868,139,90.17717584369449
es_footprint_absorption_initiation,rolling_range_footprint_absorption_sweep_1500,rolling_range_two_sided,2,50,1673,108.40220862160723,139,90.17717584369449
es_footprint_absorption_initiation,rolling_range_footprint_absorption_sweep_1500,rolling_range_two_sided,2,100,1533,99.33089409260245,137,88.87966252220248
es_footprint_absorption_initiation,round_number_footprint_absorption_rejection_1500,round_number_two_sided,0,20,2021,130.950904736562,118,76.55328596802842
es_footprint_absorption_initiation,round_number_footprint_absorption_rejection_1500,round_number_two_sided,0,50,1969,127.5815593400745,117,75.90452930728242
es_footprint_absorption_initiation,round_number_footprint_absorption_rejection_1500,round_number_two_sided,0,100,1810,117.2791378392762,115,74.60701598579041
es_footprint_absorption_initiation,round_number_footprint_absorption_rejection_1500,round_number_two_sided,1,20,1884,122.07397551889302,109,70.71447602131438
es_footprint_absorption_initiation,round_number_footprint_absorption_rejection_1500,round_number_two_sided,1,50,1832,118.70463012240553,107,69.41696269982238
es_footprint_absorption_initiation,round_number_footprint_absorption_rejection_1500,round_number_two_sided,1,100,1670,108.20782331027142,105,68.11944937833037
es_footprint_absorption_initiation,round_number_footprint_absorption_rejection_1500,round_number_two_sided,2,20,1656,107.30069185737094,81,52.549289520426285
es_footprint_absorption_initiation,round_number_footprint_absorption_rejection_1500,round_number_two_sided,2,50,1599,103.60737094199041,81,52.549289520426285
es_footprint_absorption_initiation,round_number_footprint_absorption_rejection_1500,round_number_two_sided,2,100,1438,93.17535923363491,80,51.90053285968028
es_footprint_absorption_initiation,session_open_footprint_absorption_reclaim_1500,session_open_two_sided,0,20,1804,116.89036721660457,186,120.66873889875666
es_footprint_absorption_initiation,session_open_footprint_absorption_reclaim_1500,session_open_two_sided,0,50,1748,113.26184140500266,186,120.66873889875666
es_footprint_absorption_initiation,session_open_footprint_absorption_reclaim_1500,session_open_two_sided,0,100,1604,103.93134646088345,181,117.42495559502665
es_footprint_absorption_initiation,session_open_footprint_absorption_reclaim_1500,session_open_two_sided,1,20,1649,106.8471261309207,157,101.85479573712256
es_footprint_absorption_initiation,session_open_footprint_absorption_reclaim_1500,session_open_two_sided,1,50,1589,102.95941990420435,157,101.85479573712256
es_footprint_absorption_initiation,session_open_footprint_absorption_reclaim_1500,session_open_two_sided,1,100,1441,93.36974454497073,151,97.96225577264653
es_footprint_absorption_initiation,session_open_footprint_absorption_reclaim_1500,session_open_two_sided,2,20,1328,86.04789781798829,107,69.41696269982238
es_footprint_absorption_initiation,session_open_footprint_absorption_reclaim_1500,session_open_two_sided,2,50,1266,82.03060138371474,106,68.76820603907638
es_footprint_absorption_initiation,session_open_footprint_absorption_reclaim_1500,session_open_two_sided,2,100,1118,72.4409260244811,102,66.17317939609237
