campaign_id,variant_id,flow_column,entry_time,flow_threshold,stop_pct,target_r_multiple,signals,sessions,years_252,signals_per_year,decision,data_scope
nq_mes_micro_flow_divergence_reversion,afternoon_mes_large20_buy_pressure_short,mes_large20_imbalance_nq_return_lte_16_5,14:00:00,0.1,0.0025,1.0,320,1760,6.984126984126984,45.81818181818182,FAIL,2019-05-06 through 2026-06-12 RTH aligned NQ/MES completed bars
nq_mes_micro_flow_divergence_reversion,afternoon_mes_large20_buy_pressure_short,mes_large20_imbalance_nq_return_lte_16_5,14:00:00,0.1,0.0025,2.0,320,1760,6.984126984126984,45.81818181818182,FAIL,2019-05-06 through 2026-06-12 RTH aligned NQ/MES completed bars
nq_mes_micro_flow_divergence_reversion,afternoon_mes_large20_buy_pressure_short,mes_large20_imbalance_nq_return_lte_16_5,14:00:00,0.1,0.0025,3.0,320,1760,6.984126984126984,45.81818181818182,FAIL,2019-05-06 through 2026-06-12 RTH aligned NQ/MES completed bars
nq_mes_micro_flow_divergence_reversion,afternoon_mes_large20_buy_pressure_short,mes_large20_imbalance_nq_return_lte_16_5,14:00:00,0.1,0.004,1.0,320,1760,6.984126984126984,45.81818181818182,FAIL,2019-05-06 through 2026-06-12 RTH aligned NQ/MES completed bars
nq_mes_micro_flow_divergence_reversion,afternoon_mes_large20_buy_pressure_short,mes_large20_imbalance_nq_return_lte_16_5,14:00:00,0.1,0.004,2.0,320,1760,6.984126984126984,45.81818181818182,FAIL,2019-05-06 through 2026-06-12 RTH aligned NQ/MES completed bars
nq_mes_micro_flow_divergence_reversion,afternoon_mes_large20_buy_pressure_short,mes_large20_imbalance_nq_return_lte_16_5,14:00:00,0.1,0.004,3.0,320,1760,6.984126984126984,45.81818181818182,FAIL,2019-05-06 through 2026-06-12 RTH aligned NQ/MES completed bars
nq_mes_micro_flow_divergence_reversion,afternoon_mes_large20_buy_pressure_short,mes_large20_imbalance_nq_return_lte_16_5,14:00:00,0.1,0.006,1.0,320,1760,6.984126984126984,45.81818181818182,FAIL,2019-05-06 through 2026-06-12 RTH aligned NQ/MES completed bars
nq_mes_micro_flow_divergence_reversion,afternoon_mes_large20_buy_pressure_short,mes_large20_imbalance_nq_return_lte_16_5,14:00:00,0.1,0.006,2.0,320,1760,6.984126984126984,45.81818181818182,FAIL,2019-05-06 through 2026-06-12 RTH aligned NQ/MES completed bars
nq_mes_micro_flow_divergence_reversion,afternoon_mes_large20_buy_pressure_short,mes_large20_imbalance_nq_return_lte_16_5,14:00:00,0.1,0.006,3.0,320,1760,6.984126984126984,45.81818181818182,FAIL,2019-05-06 through 2026-06-12 RTH aligned NQ/MES completed bars
nq_mes_micro_flow_divergence_reversion,afternoon_mes_large20_buy_pressure_short,mes_large20_imbalance_nq_return_lte_16_5,14:00:00,0.125,0.0025,1.0,314,1760,6.984126984126984,44.95909090909091,FAIL,2019-05-06 through 2026-06-12 RTH aligned NQ/MES completed bars
nq_mes_micro_flow_divergence_reversion,afternoon_mes_large20_buy_pressure_short,mes_large20_imbalance_nq_return_lte_16_5,14:00:00,0.125,0.0025,2.0,314,1760,6.984126984126984,44.95909090909091,FAIL,2019-05-06 through 2026-06-12 RTH aligned NQ/MES completed bars
nq_mes_micro_flow_divergence_reversion,afternoon_mes_large20_buy_pressure_short,mes_large20_imbalance_nq_return_lte_16_5,14:00:00,0.125,0.0025,3.0,314,1760,6.984126984126984,44.95909090909091,FAIL,2019-05-06 through 2026-06-12 RTH aligned NQ/MES completed bars
nq_mes_micro_flow_divergence_reversion,afternoon_mes_large20_buy_pressure_short,mes_large20_imbalance_nq_return_lte_16_5,14:00:00,0.125,0.004,1.0,314,1760,6.984126984126984,44.95909090909091,FAIL,2019-05-06 through 2026-06-12 RTH aligned NQ/MES completed bars
nq_mes_micro_flow_divergence_reversion,afternoon_mes_large20_buy_pressure_short,mes_large20_imbalance_nq_return_lte_16_5,14:00:00,0.125,0.004,2.0,314,1760,6.984126984126984,44.95909090909091,FAIL,2019-05-06 through 2026-06-12 RTH aligned NQ/MES completed bars
nq_mes_micro_flow_divergence_reversion,afternoon_mes_large20_buy_pressure_short,mes_large20_imbalance_nq_return_lte_16_5,14:00:00,0.125,0.004,3.0,314,1760,6.984126984126984,44.95909090909091,FAIL,2019-05-06 through 2026-06-12 RTH aligned NQ/MES completed bars
nq_mes_micro_flow_divergence_reversion,afternoon_mes_large20_buy_pressure_short,mes_large20_imbalance_nq_return_lte_16_5,14:00:00,0.125,0.006,1.0,314,1760,6.984126984126984,44.95909090909091,FAIL,2019-05-06 through 2026-06-12 RTH aligned NQ/MES completed bars
nq_mes_micro_flow_divergence_reversion,afternoon_mes_large20_buy_pressure_short,mes_large20_imbalance_nq_return_lte_16_5,14:00:00,0.125,0.006,2.0,314,1760,6.984126984126984,44.95909090909091,FAIL,2019-05-06 through 2026-06-12 RTH aligned NQ/MES completed bars
nq_mes_micro_flow_divergence_reversion,afternoon_mes_large20_buy_pressure_short,mes_large20_imbalance_nq_return_lte_16_5,14:00:00,0.125,0.006,3.0,314,1760,6.984126984126984,44.95909090909091,FAIL,2019-05-06 through 2026-06-12 RTH aligned NQ/MES completed bars
nq_mes_micro_flow_divergence_reversion,afternoon_mes_large20_buy_pressure_short,mes_large20_imbalance_nq_return_lte_16_5,14:00:00,0.15,0.0025,1.0,308,1760,6.984126984126984,44.1,FAIL,2019-05-06 through 2026-06-12 RTH aligned NQ/MES completed bars
nq_mes_micro_flow_divergence_reversion,afternoon_mes_large20_buy_pressure_short,mes_large20_imbalance_nq_return_lte_16_5,14:00:00,0.15,0.0025,2.0,308,1760,6.984126984126984,44.1,FAIL,2019-05-06 through 2026-06-12 RTH aligned NQ/MES completed bars
nq_mes_micro_flow_divergence_reversion,afternoon_mes_large20_buy_pressure_short,mes_large20_imbalance_nq_return_lte_16_5,14:00:00,0.15,0.0025,3.0,308,1760,6.984126984126984,44.1,FAIL,2019-05-06 through 2026-06-12 RTH aligned NQ/MES completed bars
nq_mes_micro_flow_divergence_reversion,afternoon_mes_large20_buy_pressure_short,mes_large20_imbalance_nq_return_lte_16_5,14:00:00,0.15,0.004,1.0,308,1760,6.984126984126984,44.1,FAIL,2019-05-06 through 2026-06-12 RTH aligned NQ/MES completed bars
nq_mes_micro_flow_divergence_reversion,afternoon_mes_large20_buy_pressure_short,mes_large20_imbalance_nq_return_lte_16_5,14:00:00,0.15,0.004,2.0,308,1760,6.984126984126984,44.1,FAIL,2019-05-06 through 2026-06-12 RTH aligned NQ/MES completed bars
nq_mes_micro_flow_divergence_reversion,afternoon_mes_large20_buy_pressure_short,mes_large20_imbalance_nq_return_lte_16_5,14:00:00,0.15,0.004,3.0,308,1760,6.984126984126984,44.1,FAIL,2019-05-06 through 2026-06-12 RTH aligned NQ/MES completed bars
nq_mes_micro_flow_divergence_reversion,afternoon_mes_large20_buy_pressure_short,mes_large20_imbalance_nq_return_lte_16_5,14:00:00,0.15,0.006,1.0,308,1760,6.984126984126984,44.1,FAIL,2019-05-06 through 2026-06-12 RTH aligned NQ/MES completed bars
nq_mes_micro_flow_divergence_reversion,afternoon_mes_large20_buy_pressure_short,mes_large20_imbalance_nq_return_lte_16_5,14:00:00,0.15,0.006,2.0,308,1760,6.984126984126984,44.1,FAIL,2019-05-06 through 2026-06-12 RTH aligned NQ/MES completed bars
nq_mes_micro_flow_divergence_reversion,afternoon_mes_large20_buy_pressure_short,mes_large20_imbalance_nq_return_lte_16_5,14:00:00,0.15,0.006,3.0,308,1760,6.984126984126984,44.1,FAIL,2019-05-06 through 2026-06-12 RTH aligned NQ/MES completed bars
nq_mes_micro_flow_divergence_reversion,afternoon_mes_large20_buy_pressure_short,mes_large20_imbalance_nq_return_lte_16_5,14:00:00,0.175,0.0025,1.0,302,1760,6.984126984126984,43.24090909090909,FAIL,2019-05-06 through 2026-06-12 RTH aligned NQ/MES completed bars
nq_mes_micro_flow_divergence_reversion,afternoon_mes_large20_buy_pressure_short,mes_large20_imbalance_nq_return_lte_16_5,14:00:00,0.175,0.0025,2.0,302,1760,6.984126984126984,43.24090909090909,FAIL,2019-05-06 through 2026-06-12 RTH aligned NQ/MES completed bars
nq_mes_micro_flow_divergence_reversion,afternoon_mes_large20_buy_pressure_short,mes_large20_imbalance_nq_return_lte_16_5,14:00:00,0.175,0.0025,3.0,302,1760,6.984126984126984,43.24090909090909,FAIL,2019-05-06 through 2026-06-12 RTH aligned NQ/MES completed bars
nq_mes_micro_flow_divergence_reversion,afternoon_mes_large20_buy_pressure_short,mes_large20_imbalance_nq_return_lte_16_5,14:00:00,0.175,0.004,1.0,302,1760,6.984126984126984,43.24090909090909,FAIL,2019-05-06 through 2026-06-12 RTH aligned NQ/MES completed bars
nq_mes_micro_flow_divergence_reversion,afternoon_mes_large20_buy_pressure_short,mes_large20_imbalance_nq_return_lte_16_5,14:00:00,0.175,0.004,2.0,302,1760,6.984126984126984,43.24090909090909,FAIL,2019-05-06 through 2026-06-12 RTH aligned NQ/MES completed bars
nq_mes_micro_flow_divergence_reversion,afternoon_mes_large20_buy_pressure_short,mes_large20_imbalance_nq_return_lte_16_5,14:00:00,0.175,0.004,3.0,302,1760,6.984126984126984,43.24090909090909,FAIL,2019-05-06 through 2026-06-12 RTH aligned NQ/MES completed bars
nq_mes_micro_flow_divergence_reversion,afternoon_mes_large20_buy_pressure_short,mes_large20_imbalance_nq_return_lte_16_5,14:00:00,0.175,0.006,1.0,302,1760,6.984126984126984,43.24090909090909,FAIL,2019-05-06 through 2026-06-12 RTH aligned NQ/MES completed bars
nq_mes_micro_flow_divergence_reversion,afternoon_mes_large20_buy_pressure_short,mes_large20_imbalance_nq_return_lte_16_5,14:00:00,0.175,0.006,2.0,302,1760,6.984126984126984,43.24090909090909,FAIL,2019-05-06 through 2026-06-12 RTH aligned NQ/MES completed bars
nq_mes_micro_flow_divergence_reversion,afternoon_mes_large20_buy_pressure_short,mes_large20_imbalance_nq_return_lte_16_5,14:00:00,0.175,0.006,3.0,302,1760,6.984126984126984,43.24090909090909,FAIL,2019-05-06 through 2026-06-12 RTH aligned NQ/MES completed bars
nq_mes_micro_flow_divergence_reversion,afternoon_mes_large20_sell_pressure_long,mes_large20_imbalance_nq_return_lte_16_5,14:00:00,0.1,0.0025,1.0,405,1760,6.984126984126984,57.98863636363636,PASS,2019-05-06 through 2026-06-12 RTH aligned NQ/MES completed bars
nq_mes_micro_flow_divergence_reversion,afternoon_mes_large20_sell_pressure_long,mes_large20_imbalance_nq_return_lte_16_5,14:00:00,0.1,0.0025,2.0,405,1760,6.984126984126984,57.98863636363636,PASS,2019-05-06 through 2026-06-12 RTH aligned NQ/MES completed bars
nq_mes_micro_flow_divergence_reversion,afternoon_mes_large20_sell_pressure_long,mes_large20_imbalance_nq_return_lte_16_5,14:00:00,0.1,0.0025,3.0,405,1760,6.984126984126984,57.98863636363636,PASS,2019-05-06 through 2026-06-12 RTH aligned NQ/MES completed bars
nq_mes_micro_flow_divergence_reversion,afternoon_mes_large20_sell_pressure_long,mes_large20_imbalance_nq_return_lte_16_5,14:00:00,0.1,0.004,1.0,405,1760,6.984126984126984,57.98863636363636,PASS,2019-05-06 through 2026-06-12 RTH aligned NQ/MES completed bars
nq_mes_micro_flow_divergence_reversion,afternoon_mes_large20_sell_pressure_long,mes_large20_imbalance_nq_return_lte_16_5,14:00:00,0.1,0.004,2.0,405,1760,6.984126984126984,57.98863636363636,PASS,2019-05-06 through 2026-06-12 RTH aligned NQ/MES completed bars
nq_mes_micro_flow_divergence_reversion,afternoon_mes_large20_sell_pressure_long,mes_large20_imbalance_nq_return_lte_16_5,14:00:00,0.1,0.004,3.0,405,1760,6.984126984126984,57.98863636363636,PASS,2019-05-06 through 2026-06-12 RTH aligned NQ/MES completed bars
nq_mes_micro_flow_divergence_reversion,afternoon_mes_large20_sell_pressure_long,mes_large20_imbalance_nq_return_lte_16_5,14:00:00,0.1,0.006,1.0,405,1760,6.984126984126984,57.98863636363636,PASS,2019-05-06 through 2026-06-12 RTH aligned NQ/MES completed bars
nq_mes_micro_flow_divergence_reversion,afternoon_mes_large20_sell_pressure_long,mes_large20_imbalance_nq_return_lte_16_5,14:00:00,0.1,0.006,2.0,405,1760,6.984126984126984,57.98863636363636,PASS,2019-05-06 through 2026-06-12 RTH aligned NQ/MES completed bars
