campaign_id,variant_id,run_id,symbol,timeframe,config_path,report_path,terminal_stage,stage_status,passed,decision,percentage_profitable_iterations,profitable_iterations,total_combinations_tested,apex_rule_violating_iterations,top_net_profit,top_profit_factor,top_mar,top_expectancy_r,top_trade_count,top_trades_per_year,top_best_day_concentration,top_failure_reason,rescue_attempt
es_opening_range_trend_orderflow_breakout,or15_large10_trend_breakout_1030,rescue1,ES,5m,backtest-campaigns/es_opening_range_trend_orderflow_breakout/or15_large10_trend_breakout_1030/ES/rescue1/effective_config.yaml,backtest-campaigns/es_opening_range_trend_orderflow_breakout/or15_large10_trend_breakout_1030/ES/rescue1/campaign_test_summary.json,limited_core_grid_test,failed,False,FAIL,0.0,0,81,0,-8475.625,0.7605755649717514,-0.5773442977220838,-0.10702312205529423,212,138.23635811384614,0.0,min_total_net_profit,parameter_space_only
es_opening_range_trend_orderflow_breakout,or15_large10_trend_breakout_1030,run1,ES,5m,backtest-campaigns/es_opening_range_trend_orderflow_breakout/or15_large10_trend_breakout_1030/ES/run1/effective_config.yaml,backtest-campaigns/es_opening_range_trend_orderflow_breakout/or15_large10_trend_breakout_1030/ES/run1/campaign_test_summary.json,limited_core_grid_test,failed,False,FAIL,0.0,0,81,0,-7108.75,0.8025895584559845,-0.5232577899947124,-0.11903748320311518,233,151.92958226663276,0.0,min_total_net_profit,none
es_opening_range_trend_orderflow_breakout,or15_signed_trend_breakout_1030,rescue1,ES,5m,backtest-campaigns/es_opening_range_trend_orderflow_breakout/or15_signed_trend_breakout_1030/ES/rescue1/effective_config.yaml,backtest-campaigns/es_opening_range_trend_orderflow_breakout/or15_signed_trend_breakout_1030/ES/rescue1/campaign_test_summary.json,limited_core_grid_test,failed,False,FAIL,0.0,0,81,0,-8645.625,0.8176028481012658,-0.5040297810274633,-0.087744894597667,271,176.06171139177965,0.0,min_total_net_profit,parameter_space_only
es_opening_range_trend_orderflow_breakout,or15_signed_trend_breakout_1030,run1,ES,5m,backtest-campaigns/es_opening_range_trend_orderflow_breakout/or15_signed_trend_breakout_1030/ES/run1/effective_config.yaml,backtest-campaigns/es_opening_range_trend_orderflow_breakout/or15_signed_trend_breakout_1030/ES/run1/campaign_test_summary.json,limited_core_grid_test,failed,False,FAIL,0.0,0,81,0,-7457.5,0.7690997755244214,-0.6181811705261253,-0.11979134883903288,224,146.06105762972422,0.0,min_total_net_profit,none
es_opening_range_trend_orderflow_breakout,or30_large20_trend_breakout_1130,rescue1,ES,5m,backtest-campaigns/es_opening_range_trend_orderflow_breakout/or30_large20_trend_breakout_1130/ES/rescue1/effective_config.yaml,backtest-campaigns/es_opening_range_trend_orderflow_breakout/or30_large20_trend_breakout_1130/ES/rescue1/campaign_test_summary.json,limited_core_grid_test,failed,False,FAIL,0.0,0,81,0,-7030.0,0.7301343570057581,-0.5884132741622037,-0.0815835204470178,166,108.62548132849776,0.0,min_total_net_profit,parameter_space_only
es_opening_range_trend_orderflow_breakout,or30_large20_trend_breakout_1130,run1,ES,5m,backtest-campaigns/es_opening_range_trend_orderflow_breakout/or30_large20_trend_breakout_1130/ES/run1/effective_config.yaml,backtest-campaigns/es_opening_range_trend_orderflow_breakout/or30_large20_trend_breakout_1130/ES/run1/campaign_test_summary.json,limited_core_grid_test,failed,False,FAIL,0.0,0,81,0,-5011.25,0.7688271248990889,-0.5852828669275161,-0.08483241283108146,166,108.62548132849776,0.0,min_total_net_profit,none
es_opening_range_trend_orderflow_breakout,or30_signed_trend_breakout_1100,rescue1,ES,5m,backtest-campaigns/es_opening_range_trend_orderflow_breakout/or30_signed_trend_breakout_1100/ES/rescue1/effective_config.yaml,backtest-campaigns/es_opening_range_trend_orderflow_breakout/or30_signed_trend_breakout_1100/ES/rescue1/campaign_test_summary.json,limited_core_grid_test,failed,False,FAIL,0.0,0,81,0,-9077.5,0.6871445803894537,-0.6106128217888147,-0.1158227999821158,168,109.928067578159,0.0,min_total_net_profit,parameter_space_only
es_opening_range_trend_orderflow_breakout,or30_signed_trend_breakout_1100,run1,ES,5m,backtest-campaigns/es_opening_range_trend_orderflow_breakout/or30_signed_trend_breakout_1100/ES/run1/effective_config.yaml,backtest-campaigns/es_opening_range_trend_orderflow_breakout/or30_signed_trend_breakout_1100/ES/run1/campaign_test_summary.json,limited_core_grid_test,failed,False,FAIL,0.0,0,81,0,-5948.125,0.7276811262447064,-0.5300707805200472,-0.11734909140872983,169,110.38670698615933,0.0,min_total_net_profit,none
es_opening_range_trend_orderflow_breakout,or60_signed_trend_breakout_1200,rescue1,ES,5m,backtest-campaigns/es_opening_range_trend_orderflow_breakout/or60_signed_trend_breakout_1200/ES/rescue1/effective_config.yaml,backtest-campaigns/es_opening_range_trend_orderflow_breakout/or60_signed_trend_breakout_1200/ES/rescue1/campaign_test_summary.json,limited_core_grid_test,failed,False,FAIL,0.0,0,81,0,-3587.5,0.8386552732178997,-0.5565832153288349,-0.06016255825984122,150,98.17265515632292,0.0,min_total_net_profit,parameter_space_only
es_opening_range_trend_orderflow_breakout,or60_signed_trend_breakout_1200,run1,ES,5m,backtest-campaigns/es_opening_range_trend_orderflow_breakout/or60_signed_trend_breakout_1200/ES/run1/effective_config.yaml,backtest-campaigns/es_opening_range_trend_orderflow_breakout/or60_signed_trend_breakout_1200/ES/run1/campaign_test_summary.json,limited_core_grid_test,failed,False,FAIL,0.0,0,81,0,-3025.0,0.8567029843675983,-0.5208616723709634,-0.06000630710451231,150,98.17265515632292,0.0,min_total_net_profit,none
