variant_id,description,breakout_buffer_ticks,min_orderflow_imbalance,full_signals,full_signals_per_year,limited_core_signals,limited_core_signals_per_year,wfa90_signals,wfa90_signals_per_year,latest1y_signals,latest1y_signals_per_year,long_signals_full,short_signals_full,passes_all_windows_50_per_year
morning_signed_vah_pivot_acceptance_long,Long-only morning VAH acceptance with signed-flow confirmation and fixed completed pivot bias.,0,0.0,1042,67.52847764371894,96,62.39145907473309,936,67.44407180903531,72,72.24725274725274,1042,0,True
morning_signed_vah_pivot_acceptance_long,Long-only morning VAH acceptance with signed-flow confirmation and fixed completed pivot bias.,0,0.02,1048,67.91731724627395,97,63.04137010676156,938,67.58818307358453,74,74.25412087912088,1048,0,True
morning_signed_vah_pivot_acceptance_long,Long-only morning VAH acceptance with signed-flow confirmation and fixed completed pivot bias.,0,0.04,1033,66.94521823988644,97,63.04137010676156,933,67.22790491221149,67,67.23008241758241,1033,0,True
morning_signed_vah_pivot_acceptance_long,Long-only morning VAH acceptance with signed-flow confirmation and fixed completed pivot bias.,1,0.0,1042,67.52847764371894,94,61.09163701067615,936,67.44407180903531,72,72.24725274725274,1042,0,True
morning_signed_vah_pivot_acceptance_long,Long-only morning VAH acceptance with signed-flow confirmation and fixed completed pivot bias.,1,0.02,1049,67.98212384669979,96,62.39145907473309,938,67.58818307358453,75,75.25755494505495,1049,0,True
morning_signed_vah_pivot_acceptance_long,Long-only morning VAH acceptance with signed-flow confirmation and fixed completed pivot bias.,1,0.04,1034,67.01002484031228,97,63.04137010676156,933,67.22790491221149,68,68.23351648351648,1034,0,True
morning_signed_vah_pivot_acceptance_long,Long-only morning VAH acceptance with signed-flow confirmation and fixed completed pivot bias.,2,0.0,1036,67.13963804116395,95,61.74154804270462,930,67.01173801538765,72,72.24725274725274,1036,0,True
morning_signed_vah_pivot_acceptance_long,Long-only morning VAH acceptance with signed-flow confirmation and fixed completed pivot bias.,2,0.02,1043,67.59328424414478,97,63.04137010676156,933,67.22790491221149,74,74.25412087912088,1043,0,True
morning_signed_vah_pivot_acceptance_long,Long-only morning VAH acceptance with signed-flow confirmation and fixed completed pivot bias.,2,0.04,1023,66.2971522356281,97,63.04137010676156,922,66.43529295719077,68,68.23351648351648,1023,0,True
morning_signed_two_sided_pivot_acceptance_1230,Broader morning two-sided signed-flow acceptance replacing the too-sparse strict short-only draft before any PnL.,0,0.0,1697,109.97680092264017,176,114.38434163701066,1528,110.10100611560465,107,107.36744505494505,1032,665,True
morning_signed_two_sided_pivot_acceptance_1230,Broader morning two-sided signed-flow acceptance replacing the too-sparse strict short-only draft before any PnL.,0,0.02,1724,111.7265791341377,177,115.03425266903913,1550,111.68623002564608,110,110.37774725274724,1043,681,True
morning_signed_two_sided_pivot_acceptance_1230,Broader morning two-sided signed-flow acceptance replacing the too-sparse strict short-only draft before any PnL.,0,0.04,1735,112.43945173882186,178,115.6841637010676,1569,113.05528703886368,105,105.36057692307692,1032,703,True
morning_signed_two_sided_pivot_acceptance_1230,Broader morning two-sided signed-flow acceptance replacing the too-sparse strict short-only draft before any PnL.,1,0.0,1700,110.17122072391767,173,112.43460854092525,1530,110.24511738015387,108,108.37087912087911,1035,665,True
morning_signed_two_sided_pivot_acceptance_1230,Broader morning two-sided signed-flow acceptance replacing the too-sparse strict short-only draft before any PnL.,1,0.02,1727,111.92099893541518,175,113.7344306049822,1552,111.8303412901953,111,111.38118131868131,1049,678,True
morning_signed_two_sided_pivot_acceptance_1230,Broader morning two-sided signed-flow acceptance replacing the too-sparse strict short-only draft before any PnL.,1,0.04,1743,112.95790454222853,177,115.03425266903913,1577,113.63173209706056,106,106.36401098901098,1041,702,True
morning_signed_two_sided_pivot_acceptance_1230,Broader morning two-sided signed-flow acceptance replacing the too-sparse strict short-only draft before any PnL.,2,0.0,1699,110.10641412349185,174,113.08451957295372,1529,110.17306174787926,108,108.37087912087911,1032,667,True
morning_signed_two_sided_pivot_acceptance_1230,Broader morning two-sided signed-flow acceptance replacing the too-sparse strict short-only draft before any PnL.,2,0.02,1731,112.18022533711853,177,115.03425266903913,1555,112.04650818701913,112,112.38461538461539,1047,684,True
morning_signed_two_sided_pivot_acceptance_1230,Broader morning two-sided signed-flow acceptance replacing the too-sparse strict short-only draft before any PnL.,2,0.04,1739,112.6986781405252,178,115.6841637010676,1572,113.27145393568752,107,107.36744505494505,1035,704,True
late_morning_large10_two_sided_pivot_acceptance,Late-morning two-sided prior value acceptance with large10 flow and fixed completed pivot bias.,0,0.0,1936,125.46557842441447,185,120.2335409252669,1730,124.65624383507595,139,139.47733516483515,1160,776,True
late_morning_large10_two_sided_pivot_acceptance,Late-morning two-sided prior value acceptance with large10 flow and fixed completed pivot bias.,0,0.02,1935,125.40077182398865,186,120.88345195729536,1732,124.80035509962516,137,137.47046703296704,1157,778,True
late_morning_large10_two_sided_pivot_acceptance,Late-morning two-sided prior value acceptance with large10 flow and fixed completed pivot bias.,0,0.04,1947,126.17845102909865,186,120.88345195729536,1741,125.44885579009666,139,139.47733516483515,1165,782,True
late_morning_large10_two_sided_pivot_acceptance,Late-morning two-sided prior value acceptance with large10 flow and fixed completed pivot bias.,1,0.0,1937,125.53038502484031,187,121.53336298932383,1731,124.72829946735057,138,138.47390109890108,1157,780,True
late_morning_large10_two_sided_pivot_acceptance,Late-morning two-sided prior value acceptance with large10 flow and fixed completed pivot bias.,1,0.02,1937,125.53038502484031,188,122.1832740213523,1734,124.94446636417439,136,136.46703296703296,1155,782,True
late_morning_large10_two_sided_pivot_acceptance,Late-morning two-sided prior value acceptance with large10 flow and fixed completed pivot bias.,1,0.04,1944,125.98403122782115,188,122.1832740213523,1738,125.23268889327284,138,138.47390109890108,1158,786,True
late_morning_large10_two_sided_pivot_acceptance,Late-morning two-sided prior value acceptance with large10 flow and fixed completed pivot bias.,2,0.0,1927,124.88231902058197,187,121.53336298932383,1723,124.15185440915367,136,136.46703296703296,1148,779,True
late_morning_large10_two_sided_pivot_acceptance,Late-morning two-sided prior value acceptance with large10 flow and fixed completed pivot bias.,2,0.02,1927,124.88231902058197,188,122.1832740213523,1726,124.3680213059775,134,134.46016483516482,1146,781,True
late_morning_large10_two_sided_pivot_acceptance,Late-morning two-sided prior value acceptance with large10 flow and fixed completed pivot bias.,2,0.04,1933,125.27115862313698,188,122.1832740213523,1729,124.58418820280134,136,136.46703296703296,1148,785,True
midday_signed_two_sided_pivot_acceptance,Midday two-sided prior value acceptance with signed flow and fixed completed pivot bias.,0,0.0,2059,133.43679027679204,205,133.23176156583628,1864,134.31169855987375,134,134.46016483516482,1186,873,True
midday_signed_two_sided_pivot_acceptance,Midday two-sided prior value acceptance with signed flow and fixed completed pivot bias.,0,0.02,2013,130.4556866572037,205,133.23176156583628,1820,131.14125073979088,132,132.4532967032967,1162,851,True
midday_signed_two_sided_pivot_acceptance,Midday two-sided prior value acceptance with signed flow and fixed completed pivot bias.,0,0.04,1969,127.604196238467,203,131.93193950177934,1793,129.1957486683764,116,116.39835164835165,1147,822,True
midday_signed_two_sided_pivot_acceptance,Midday two-sided prior value acceptance with signed flow and fixed completed pivot bias.,1,0.0,2052,132.98314407381122,205,133.23176156583628,1857,133.80730913395146,134,134.46016483516482,1186,866,True
midday_signed_two_sided_pivot_acceptance,Midday two-sided prior value acceptance with signed flow and fixed completed pivot bias.,1,0.02,2008,130.13165365507453,205,133.23176156583628,1815,130.78097257841785,132,132.4532967032967,1164,844,True
midday_signed_two_sided_pivot_acceptance,Midday two-sided prior value acceptance with signed flow and fixed completed pivot bias.,1,0.04,1965,127.34496983676367,203,131.93193950177934,1789,128.90752613927796,116,116.39835164835165,1151,814,True
midday_signed_two_sided_pivot_acceptance,Midday two-sided prior value acceptance with signed flow and fixed completed pivot bias.,2,0.0,2043,132.39988466997872,204,132.58185053380782,1849,133.2308640757546,133,133.45673076923077,1180,863,True
midday_signed_two_sided_pivot_acceptance,Midday two-sided prior value acceptance with signed flow and fixed completed pivot bias.,2,0.02,1998,129.4835876508162,203,131.93193950177934,1806,130.13247188794634,131,131.44986263736263,1157,841,True
midday_signed_two_sided_pivot_acceptance,Midday two-sided prior value acceptance with signed flow and fixed completed pivot bias.,2,0.04,1955,126.69690383250533,200,129.98220640569394,1780,128.25902544880648,115,115.39491758241758,1140,815,True
afternoon_large20_two_sided_pivot_acceptance,Afternoon two-sided prior value acceptance with large20 flow and fixed completed pivot bias.,0,0.0,1877,121.64198899929028,181,117.63389679715301,1703,122.71074176366147,118,118.40521978021978,1122,755,True
afternoon_large20_two_sided_pivot_acceptance,Afternoon two-sided prior value acceptance with large20 flow and fixed completed pivot bias.,0,0.02,1867,120.99392299503194,179,116.33407473309607,1692,121.91812980864076,119,119.40865384615384,1114,753,True
afternoon_large20_two_sided_pivot_acceptance,Afternoon two-sided prior value acceptance with large20 flow and fixed completed pivot bias.,0,0.04,1867,120.99392299503194,178,115.6841637010676,1689,121.70196291181692,122,122.41895604395604,1111,756,True
afternoon_large20_two_sided_pivot_acceptance,Afternoon two-sided prior value acceptance with large20 flow and fixed completed pivot bias.,1,0.0,1856,120.28105039034777,177,115.03425266903913,1683,121.26962911816926,118,118.40521978021978,1112,744,True
afternoon_large20_two_sided_pivot_acceptance,Afternoon two-sided prior value acceptance with large20 flow and fixed completed pivot bias.,1,0.02,1847,119.69779098651526,175,113.7344306049822,1673,120.54907279542316,119,119.40865384615384,1106,741,True
afternoon_large20_two_sided_pivot_acceptance,Afternoon two-sided prior value acceptance with large20 flow and fixed completed pivot bias.,1,0.04,1846,119.63298438608943,174,113.08451957295372,1669,120.26085026632472,122,122.41895604395604,1102,744,True
afternoon_large20_two_sided_pivot_acceptance,Afternoon two-sided prior value acceptance with large20 flow and fixed completed pivot bias.,2,0.0,1851,119.9570173882186,175,113.7344306049822,1681,121.12551785362004,115,115.39491758241758,1107,744,True
