campaign_id,variant_id,symbol,test_run_id,terminal_stage,stage_status,passed,total_combinations,profitable_iterations,profitable_iteration_rate,benchmark_passing_iterations,apex_rule_violating_iterations,top_run_id,top_net_profit,top_profit_factor,top_expectancy_r,top_mar,top_max_drawdown,top_win_rate,top_total_trades,top_trades_per_year,top_consecutive_losses,top_best_day_concentration,top_failure_reason,effective_config_path,source_config_path,variant_summary_path
es_video_aoi_lvn_orderflow_playbook,video_model1_range_vah_buyer_trap_short_quality_orb30_3m_1500,ES,run8,limited_core_grid_test,failed,False,24,0,0.0,0,0,13,-305.0,0.7142857142857143,-0.2192708333333333,-0.4740709180679328,507.5,0.3125,16,12.618453192264612,5,0.0,min_total_net_profit;min_trades_per_year;preferred_min_total_trades,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model1_range_vah_buyer_trap_short_quality_orb30_3m_1500/ES/run8/effective_config.yaml,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model1_range_vah_buyer_trap_short_quality_orb30_3m_1500/ES/run8/source_config.yaml,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model1_range_vah_buyer_trap_short_quality_orb30_3m_1500/ES/run8/variant_test_summary.json
es_video_aoi_lvn_orderflow_playbook,video_model2_trend_lvn_short_confirmed_orb30_3m_1500,ES,run8,limited_core_grid_test,failed,False,36,16,0.4444444444444444,0,0,1,897.5,1.1665893271461716,-0.0651015904114106,0.3256197273693955,1985.0,0.2647058823529412,68,48.70318321458919,12,1.2618384401114209,min_trades_per_year;max_consecutive_losses;preferred_min_total_trades;max_best_day_concentration,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model2_trend_lvn_short_confirmed_orb30_3m_1500/ES/run8/effective_config.yaml,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model2_trend_lvn_short_confirmed_orb30_3m_1500/ES/run8/source_config.yaml,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model2_trend_lvn_short_confirmed_orb30_3m_1500/ES/run8/variant_test_summary.json
es_video_aoi_lvn_orderflow_playbook,video_model2_trend_lvn_short_quality_orb30_minrr_3m_1500,ES,run8,limited_core_grid_test,failed,False,54,33,0.6111111111111112,0,0,1,897.5,1.1665893271461716,-0.0651015904114106,0.3256197273693955,1985.0,0.2647058823529412,68,48.70318321458919,12,1.2618384401114209,min_trades_per_year;max_consecutive_losses;preferred_min_total_trades;max_best_day_concentration,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model2_trend_lvn_short_quality_orb30_minrr_3m_1500/ES/run8/effective_config.yaml,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model2_trend_lvn_short_quality_orb30_minrr_3m_1500/ES/run8/source_config.yaml,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model2_trend_lvn_short_quality_orb30_minrr_3m_1500/ES/run8/variant_test_summary.json
es_video_aoi_lvn_orderflow_playbook,video_model2_trend_lvn_short_stronger_trend_orb30_3m_1500,ES,run8,limited_core_grid_test,failed,False,24,14,0.5833333333333334,0,0,17,2570.0,2.439775910364146,0.2848931545862492,4.26268587177114,470.0,0.3461538461538461,26,20.162777119198857,4,0.4406614785992218,min_trades_per_year;preferred_min_total_trades;max_best_day_concentration,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model2_trend_lvn_short_stronger_trend_orb30_3m_1500/ES/run8/effective_config.yaml,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model2_trend_lvn_short_stronger_trend_orb30_3m_1500/ES/run8/source_config.yaml,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model2_trend_lvn_short_stronger_trend_orb30_3m_1500/ES/run8/variant_test_summary.json
es_video_aoi_lvn_orderflow_playbook,video_model2_trend_lvn_short_tight_aoi_orb30_3m_1500,ES,run8,limited_core_grid_test,failed,False,36,18,0.5,0,0,9,522.5,1.1089676746611052,-0.1622097238559228,0.1703997969714649,2255.0,0.2413793103448276,58,42.45922585494175,12,2.167464114832536,min_trades_per_year;max_consecutive_losses;preferred_min_total_trades;max_best_day_concentration,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model2_trend_lvn_short_tight_aoi_orb30_3m_1500/ES/run8/effective_config.yaml,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model2_trend_lvn_short_tight_aoi_orb30_3m_1500/ES/run8/source_config.yaml,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model2_trend_lvn_short_tight_aoi_orb30_3m_1500/ES/run8/variant_test_summary.json
es_video_aoi_lvn_orderflow_playbook,video_model2_trend_lvn_short_multisignal_confirmed_orb30_3m_1500,ES,run9,limited_core_grid_test,failed,False,36,13,0.3611111111111111,0,0,1,1662.5,1.308584686774942,0.0250701433406036,0.8757554748598769,1367.5,0.2857142857142857,70,50.13562977972417,12,0.681203007518797,max_consecutive_losses;preferred_min_total_trades;max_best_day_concentration,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model2_trend_lvn_short_multisignal_confirmed_orb30_3m_1500/ES/run9/effective_config.yaml,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model2_trend_lvn_short_multisignal_confirmed_orb30_3m_1500/ES/run9/source_config.yaml,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model2_trend_lvn_short_multisignal_confirmed_orb30_3m_1500/ES/run9/variant_test_summary.json
es_video_aoi_lvn_orderflow_playbook,video_model2_trend_lvn_short_multisignal_extended_window_orb30_3m_1500,ES,run9,limited_core_grid_test,failed,False,24,15,0.625,0,0,1,1027.5,1.169344870210136,-0.0585839348315682,0.4379650833075086,1687.5,0.2727272727272727,77,55.14919275769658,14,1.102189781021898,max_consecutive_losses;max_best_day_concentration,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model2_trend_lvn_short_multisignal_extended_window_orb30_3m_1500/ES/run9/effective_config.yaml,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model2_trend_lvn_short_multisignal_extended_window_orb30_3m_1500/ES/run9/source_config.yaml,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model2_trend_lvn_short_multisignal_extended_window_orb30_3m_1500/ES/run9/variant_test_summary.json
es_video_aoi_lvn_orderflow_playbook,video_model2_trend_lvn_short_multisignal_quality_orb30_3m_1500,ES,run9,limited_core_grid_test,failed,False,54,30,0.5555555555555556,0,0,1,1662.5,1.308584686774942,0.0250701433406036,0.8757554748598769,1367.5,0.2857142857142857,70,50.13562977972417,12,0.681203007518797,max_consecutive_losses;preferred_min_total_trades;max_best_day_concentration,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model2_trend_lvn_short_multisignal_quality_orb30_3m_1500/ES/run9/effective_config.yaml,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model2_trend_lvn_short_multisignal_quality_orb30_3m_1500/ES/run9/source_config.yaml,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model2_trend_lvn_short_multisignal_quality_orb30_3m_1500/ES/run9/variant_test_summary.json
es_video_aoi_lvn_orderflow_playbook,video_model2_trend_lvn_short_multisignal_stronger_trend_orb30_3m_1500,ES,run9,limited_core_grid_test,failed,False,24,13,0.5416666666666666,0,0,17,2490.0,2.3351206434316354,0.2298971118237955,3.5716402083397627,542.5,0.3333333333333333,27,20.938268546860343,4,0.4548192771084337,min_trades_per_year;preferred_min_total_trades;max_best_day_concentration,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model2_trend_lvn_short_multisignal_stronger_trend_orb30_3m_1500/ES/run9/effective_config.yaml,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model2_trend_lvn_short_multisignal_stronger_trend_orb30_3m_1500/ES/run9/source_config.yaml,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model2_trend_lvn_short_multisignal_stronger_trend_orb30_3m_1500/ES/run9/variant_test_summary.json
es_video_aoi_lvn_orderflow_playbook,video_model2_trend_lvn_short_multisignal_tight_aoi_orb30_3m_1500,ES,run9,limited_core_grid_test,failed,False,36,17,0.4722222222222222,0,0,33,1007.5,1.2066666666666668,-0.0959822496786356,0.4184211860731126,1770.0,0.2622950819672131,61,44.6553927095077,12,1.1240694789081886,min_trades_per_year;max_consecutive_losses;preferred_min_total_trades;max_best_day_concentration,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model2_trend_lvn_short_multisignal_tight_aoi_orb30_3m_1500/ES/run9/effective_config.yaml,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model2_trend_lvn_short_multisignal_tight_aoi_orb30_3m_1500/ES/run9/source_config.yaml,backtest-campaigns/es_video_aoi_lvn_orderflow_playbook/video_model2_trend_lvn_short_multisignal_tight_aoi_orb30_3m_1500/ES/run9/variant_test_summary.json
