campaign_id,variant_id,symbol,timeframe,test_run_id,rescue_attempt,passed,terminal_stage,terminal_stage_status,failure_criteria,source_config_path,campaign_test_summary,run_dir,fixed_config_core_trade_log,fixed_config_core_equity_curve,total_combinations,profitable_combos,profitable_combo_rate,benchmark_passing_combos,benchmark_passing_rate,apex_rule_violating_iterations,top_net_profit,top_profit_factor,top_mar,top_total_trades,top_trades_per_year,top_expectancy_r,top_win_rate,top_max_drawdown,top_best_day_concentration,top_failure_reason,top_entry_min_session_return_bps,top_stop_pct,top_target_r_multiple,limited_monkey_status,limited_monkey_passed,monkey_core_beats_net_profit_rate,monkey_core_beats_max_dd_rate,trade_path_percentage_profitable,one_tick_worse_net_profit,one_tick_worse_profit_factor,wfa_status,wfa_profit_factor,wfa_mar,wfa_trades_per_year,wfa_total_trades
es_import_export_price_pressure,core_pressure_large20_short_1200,ES,1m,rescue1,parameter_space_rescue_1,False,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.0 expected {'min': 0.7},campaigns/es_import_export_price_pressure/rescue_attempts/parameter_space_rescue_1/core_pressure_large20_short_1200/config.yaml,backtest-campaigns/es_import_export_price_pressure/core_pressure_large20_short_1200/ES/rescue1/campaign_test_summary.json,backtest-campaigns/es_import_export_price_pressure/core_pressure_large20_short_1200/ES/rescue1,backtest-campaigns/es_import_export_price_pressure/core_pressure_large20_short_1200/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_import_export_price_pressure/core_pressure_large20_short_1200/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv,27,0,0.0,0,0.0,0,-4327.5,0.669214599656029,-0.7648649201205507,98,87.28148336296672,-0.15321308399928865,0.3979591836734694,5065.0,0.0,min_total_net_profit,1.0,0.004,1.0,skipped,False,,,,,,skipped,,,,
es_import_export_price_pressure,core_pressure_large20_short_1200,ES,1m,run1,none,False,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.0 expected {'min': 0.7},campaigns/es_import_export_price_pressure/variants/core_pressure_large20_short_1200/config.yaml,backtest-campaigns/es_import_export_price_pressure/core_pressure_large20_short_1200/ES/run1/campaign_test_summary.json,backtest-campaigns/es_import_export_price_pressure/core_pressure_large20_short_1200/ES/run1,backtest-campaigns/es_import_export_price_pressure/core_pressure_large20_short_1200/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_import_export_price_pressure/core_pressure_large20_short_1200/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv,27,0,0.0,0,0.0,0,-1827.5,0.7641935483870967,-0.6598536139842062,98,87.29035208047554,-0.11989795918367345,0.336734693877551,2475.0,0.0,min_total_net_profit,1.0,0.0015,2.0,skipped,False,,,,,,skipped,,,,
es_import_export_price_pressure,core_pressure_signed_short_1100,ES,1m,rescue1,parameter_space_rescue_1,False,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.0 expected {'min': 0.7},campaigns/es_import_export_price_pressure/rescue_attempts/parameter_space_rescue_1/core_pressure_signed_short_1100/config.yaml,backtest-campaigns/es_import_export_price_pressure/core_pressure_signed_short_1100/ES/rescue1/campaign_test_summary.json,backtest-campaigns/es_import_export_price_pressure/core_pressure_signed_short_1100/ES/rescue1,backtest-campaigns/es_import_export_price_pressure/core_pressure_signed_short_1100/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_import_export_price_pressure/core_pressure_signed_short_1100/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv,27,0,0.0,0,0.0,0,-5213.75,0.7115091990593443,-0.6927604452653233,119,105.70096346272389,-0.15208521935922276,0.35294117647058826,6767.5,0.0,min_total_net_profit;max_consecutive_losses,1.0,0.004,1.5,skipped,False,,,,,,skipped,,,,
es_import_export_price_pressure,core_pressure_signed_short_1100,ES,1m,run1,none,False,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.0 expected {'min': 0.7},campaigns/es_import_export_price_pressure/variants/core_pressure_signed_short_1100/config.yaml,backtest-campaigns/es_import_export_price_pressure/core_pressure_signed_short_1100/ES/run1/campaign_test_summary.json,backtest-campaigns/es_import_export_price_pressure/core_pressure_signed_short_1100/ES/run1,backtest-campaigns/es_import_export_price_pressure/core_pressure_signed_short_1100/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_import_export_price_pressure/core_pressure_signed_short_1100/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv,27,0,0.0,0,0.0,0,-5213.75,0.7115091990593443,-0.6927604452653233,119,105.70096346272389,-0.15208521935922276,0.35294117647058826,6767.5,0.0,min_total_net_profit;max_consecutive_losses,1.0,0.004,1.5,skipped,False,,,,,,skipped,,,,
es_import_export_price_pressure,import_disinflation_large20_long_1200,ES,1m,rescue1,parameter_space_rescue_1,False,limited_monkey_test,failed,summary.core_beats_monkey_max_drawdown_rate=0.49333333333333335 expected {'min': 0.9},campaigns/es_import_export_price_pressure/rescue_attempts/parameter_space_rescue_1/import_disinflation_large20_long_1200/config.yaml,backtest-campaigns/es_import_export_price_pressure/import_disinflation_large20_long_1200/ES/rescue1/campaign_test_summary.json,backtest-campaigns/es_import_export_price_pressure/import_disinflation_large20_long_1200/ES/rescue1,backtest-campaigns/es_import_export_price_pressure/import_disinflation_large20_long_1200/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_import_export_price_pressure/import_disinflation_large20_long_1200/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv,27,25,0.9259259259259259,13,0.48148148148148145,0,2085.0,1.2195892575039495,0.6021009083876704,88,84.54790066400578,0.06528515743748763,0.5,3360.0,0.36330935251798563,,1.0,0.006,2.0,failed,False,0.9066666666666666,0.49333333333333335,,,,skipped,,,,
es_import_export_price_pressure,import_disinflation_large20_long_1200,ES,1m,run1,none,False,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.3333333333333333 expected {'min': 0.7},campaigns/es_import_export_price_pressure/variants/import_disinflation_large20_long_1200/config.yaml,backtest-campaigns/es_import_export_price_pressure/import_disinflation_large20_long_1200/ES/run1/campaign_test_summary.json,backtest-campaigns/es_import_export_price_pressure/import_disinflation_large20_long_1200/ES/run1,backtest-campaigns/es_import_export_price_pressure/import_disinflation_large20_long_1200/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_import_export_price_pressure/import_disinflation_large20_long_1200/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv,27,9,0.3333333333333333,3,0.1111111111111111,0,1285.0,1.1513991163475699,0.46342591529032295,88,84.54790066400578,0.06400596765299284,0.48863636363636365,2670.0,0.3219844357976654,,1.0,0.004,1.5,skipped,False,,,,,,skipped,,,,
es_import_export_price_pressure,import_disinflation_large20_long_1430,ES,1m,rescue1,parameter_space_rescue_1,False,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.1111111111111111 expected {'min': 0.7},campaigns/es_import_export_price_pressure/rescue_attempts/parameter_space_rescue_1/import_disinflation_large20_long_1430/config.yaml,backtest-campaigns/es_import_export_price_pressure/import_disinflation_large20_long_1430/ES/rescue1/campaign_test_summary.json,backtest-campaigns/es_import_export_price_pressure/import_disinflation_large20_long_1430/ES/rescue1,backtest-campaigns/es_import_export_price_pressure/import_disinflation_large20_long_1430/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_import_export_price_pressure/import_disinflation_large20_long_1430/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv,27,3,0.1111111111111111,0,0.0,0,120.0,1.0182717929196803,0.12023882259355853,91,87.45417835314325,0.021308503345116633,0.4945054945054945,962.5,2.25,max_best_day_concentration,1.0,0.004,1.0,skipped,False,,,,,,skipped,,,,
es_import_export_price_pressure,import_disinflation_large20_long_1430,ES,1m,run1,none,False,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.1111111111111111 expected {'min': 0.7},campaigns/es_import_export_price_pressure/variants/import_disinflation_large20_long_1430/config.yaml,backtest-campaigns/es_import_export_price_pressure/import_disinflation_large20_long_1430/ES/run1/campaign_test_summary.json,backtest-campaigns/es_import_export_price_pressure/import_disinflation_large20_long_1430/ES/run1,backtest-campaigns/es_import_export_price_pressure/import_disinflation_large20_long_1430/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_import_export_price_pressure/import_disinflation_large20_long_1430/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv,27,3,0.1111111111111111,0,0.0,0,120.0,1.0182717929196803,0.12023882259355853,91,87.45417835314325,0.021308503345116633,0.4945054945054945,962.5,2.25,max_best_day_concentration,1.0,0.004,1.0,skipped,False,,,,,,skipped,,,,
es_import_export_price_pressure,import_disinflation_signed_long_1030,ES,1m,rescue1,parameter_space_rescue_1,False,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.1111111111111111 expected {'min': 0.7},campaigns/es_import_export_price_pressure/rescue_attempts/parameter_space_rescue_1/import_disinflation_signed_long_1030/config.yaml,backtest-campaigns/es_import_export_price_pressure/import_disinflation_signed_long_1030/ES/rescue1/campaign_test_summary.json,backtest-campaigns/es_import_export_price_pressure/import_disinflation_signed_long_1030/ES/rescue1,backtest-campaigns/es_import_export_price_pressure/import_disinflation_signed_long_1030/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_import_export_price_pressure/import_disinflation_signed_long_1030/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv,27,3,0.1111111111111111,0,0.0,0,425.0,1.0345809601301872,0.15471608297456535,95,91.25829870782155,0.03651457886794511,0.4421052631578947,2660.0,1.2529411764705882,max_best_day_concentration,0.0,0.004,2.0,skipped,False,,,,,,skipped,,,,
es_import_export_price_pressure,import_disinflation_signed_long_1030,ES,1m,run1,none,False,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.1111111111111111 expected {'min': 0.7},campaigns/es_import_export_price_pressure/variants/import_disinflation_signed_long_1030/config.yaml,backtest-campaigns/es_import_export_price_pressure/import_disinflation_signed_long_1030/ES/run1/campaign_test_summary.json,backtest-campaigns/es_import_export_price_pressure/import_disinflation_signed_long_1030/ES/run1,backtest-campaigns/es_import_export_price_pressure/import_disinflation_signed_long_1030/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_import_export_price_pressure/import_disinflation_signed_long_1030/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv,27,3,0.1111111111111111,0,0.0,0,425.0,1.0345809601301872,0.15471608297456535,95,91.25829870782155,0.03651457886794511,0.4421052631578947,2660.0,1.2529411764705882,max_best_day_concentration,0.0,0.004,2.0,skipped,False,,,,,,skipped,,,,
